id_debate,ncat_eleccion,cat_pais,t_fecha,ncat_ronda,str_organizador,str_ausentes,n_ausentes,n_invitados,n_presentes,str_presentes,nombres_candidatos,dico_candidato_presente,debate_date,two_previous_weeks,matching_polls,electid,intencion_voto2,intencion_voto3,intencion_voto4,intencion_voto5,intencion_voto6,intencion_voto7,intencion_voto8,intencion_voto9,intencion_voto10,intencion_voto11,intencion_voto12,intencion_voto13,intencion_voto14,intencion_voto15,intencion_voto16,count_encuestas,sum_encuestas,mean_encuestas
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Juan Fernando Velasco,1,2021-01-09,2020-12-26,;2105;,Ecuador 2021,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Pedro Freile,1,2021-01-09,2020-12-26,;2107;,Ecuador 2021,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Guillermo Lasso,1,2021-01-14,2020-12-31,;3171;3236;,Ecuador 2021,33.82,20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54.67,27.335
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Giovanny Andrade,1,2021-01-14,2020-12-31,;3250;,Ecuador 2021,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.36,0.36
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Gerson Almeida,1,2021-01-14,2020-12-31,;3182;3247;,Ecuador 2021,0.44,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.86,0.43
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Paul Carrasco,1,2021-01-14,2020-12-31,;3184;3249;,Ecuador 2021,0.62,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.76,0.38
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Guillermo Celi,1,2021-01-14,2020-12-31,;3180;3245;,Ecuador 2021,0.94,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.15,0.575
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Pedro Freile,1,2021-01-14,2020-12-31,;3181;3246;,Ecuador 2021,0.11,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.32,0.16
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Xavier Hervas,1,2021-01-14,2020-12-31,;3176;3241;,Ecuador 2021,1.07,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.77,1.385
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Ximena Pena,1,2021-01-14,2020-12-31,;3177;3242;,Ecuador 2021,1.45,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.8699999999999999,0.9349999999999999
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Gustavo Larrea,1,2021-01-14,2020-12-31,;3178;3243;,Ecuador 2021,0.65,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.79,0.395
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Juan Fernando Velasco,1,2021-01-14,2020-12-31,;3179;3244;,Ecuador 2021,1.1,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.73,0.865
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Lucio Gutierrez,1,2021-01-14,2020-12-31,;3175;3240;,Ecuador 2021,2.28,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.6899999999999995,1.8449999999999998
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Cesar Montufar,1,2021-01-14,2020-12-31,;3173;3238;,Ecuador 2021,1.29,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.49,1.245
146,2021,Ecuador,2021-01-14T00:00:00Z,1,Cámara de Comercio de Guayaquil;UEES Universidad del Espíritu Santo,Andrés Arauz;Yaku Pérez;Isidro Romero,3,16,13,Guillermo Lasso;Giovanny Andrade;Gerson Almeida;Paúl Carrasco;Guillermo Celi;Pedro Freile;Xavier Hervas;Ximena Peña;Gustavo Larrea;Juan Fernando Velasco;Lucio Gutiérrez;César Montúfar;Carlos Sagnay,Carlos Sagnay,1,2021-01-14,2020-12-31,;3183;3248;,Ecuador 2021,0.21,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.63,0.315
147,2021,Ecuador,2021-03-21T00:00:00Z,2,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,2,2,Andrés Arauz;Guillermo Lasso,Andres Arauz,1,2021-03-21,2021-03-07,;3395;4266;,Ecuador 2021,48,37.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85.11,42.555
147,2021,Ecuador,2021-03-21T00:00:00Z,2,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,2,2,Andrés Arauz;Guillermo Lasso,Guillermo Lasso,1,2021-03-21,2021-03-07,;3396;4267;,Ecuador 2021,41,37.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,78.37,39.185
158,2009,Uruguay,2009-09-06T00:00:00Z,1,Canal 4 Montecarlo,Luis Alberto Lacalle Herrera;Jose Mujica,2,5,3,Pedro Bordaberry;Pablo Mieres;Raúl Rodríguez,Pedro Bordaberry,1,2009-09-06,2009-08-23,;3920;,Uruguay 2009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10
158,2009,Uruguay,2009-09-06T00:00:00Z,1,Canal 4 Montecarlo,Luis Alberto Lacalle Herrera;Jose Mujica,2,5,3,Pedro Bordaberry;Pablo Mieres;Raúl Rodríguez,Pablo Mieres,1,2009-09-06,2009-08-23,;3921;,Uruguay 2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2
159,2014,Uruguay,2014-10-09T00:00:00Z,1,ANDEBU Asociación Nacional de Broadcasters del Uruguay,Tabaré Vázquez,1,7,6,Luis Alberto Lacalle Pou;Pedro Bordaberry;Pablo Mieres;César Vega;Gonzalo Abella;Rafael Fernández,Luis Alberto Lacalle Pou,1,2014-10-09,2014-09-25,;3078;,Uruguay 2014,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.1,26.1
159,2014,Uruguay,2014-10-09T00:00:00Z,1,ANDEBU Asociación Nacional de Broadcasters del Uruguay,Tabaré Vázquez,1,7,6,Luis Alberto Lacalle Pou;Pedro Bordaberry;Pablo Mieres;César Vega;Gonzalo Abella;Rafael Fernández,Pedro Bordaberry,1,2014-10-09,2014-09-25,;3079;,Uruguay 2014,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.4,10.4
159,2014,Uruguay,2014-10-09T00:00:00Z,1,ANDEBU Asociación Nacional de Broadcasters del Uruguay,Tabaré Vázquez,1,7,6,Luis Alberto Lacalle Pou;Pedro Bordaberry;Pablo Mieres;César Vega;Gonzalo Abella;Rafael Fernández,Pablo Mieres,1,2014-10-09,2014-09-25,;3080;,Uruguay 2014,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.2,2.2
159,2014,Uruguay,2014-10-09T00:00:00Z,1,ANDEBU Asociación Nacional de Broadcasters del Uruguay,Tabaré Vázquez,1,7,6,Luis Alberto Lacalle Pou;Pedro Bordaberry;Pablo Mieres;César Vega;Gonzalo Abella;Rafael Fernández,Gonzalo Abella,1,2014-10-09,2014-09-25,;3081;,Uruguay 2014,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,0.9
160,2019,Uruguay,2019-10-01T00:00:00Z,1,"Canal 4 Montecarlo;Canal 10 Uruguay; Canal 12 Teledoce;Semanario Búsqueda;medios públicos (Televisión Nacional, Radio Uruguay y TV Ciudad);APU Asociación de la Prensa Uruguaya",sin ausencias conocidas,0,2,2,Luis Alberto Lacalle Pou;Daniel Martínez,Luis Alberto Lacalle Pou,1,2019-10-01,2019-09-17,;2363;3346;4253;,Uruguay 2019,21.6,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,70.6,23.533333333333335
161,2019,Uruguay,2019-11-14T00:00:00Z,2,Corte Electoral,sin ausencias conocidas,0,2,2,Luis Alberto Lacalle Pou;Daniel Martínez,Luis Alberto Lacalle Pou,1,2019-11-14,2019-10-31,;2653;3768;3818;3949;,Uruguay 2019,49.6,47,48,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,191.6,47.9
175,2019,Panama,2019-03-20T00:00:00Z,1,Universidad del Istmo (UDI),Laurentino Cortizo,1,7,6,Ana Matilde Gómez;Ricardo Lombana;Marco Ameglio;José Isabel Blandón;Saúl Méndez;Rómulo Roux,Ricardo Lombana,1,2019-03-20,2019-03-06,;3836;,Panama 2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2
179,2019,Panama,2019-03-13T00:00:00Z,1,"Asociación de Productores de Tierras Altas (en representación de movimiento ""Unidos por el Agro""",sin ausencias conocidas,0,7,7,Rómulo Roux;Ana Matilde Gómez;Ricardo Lombana;José Isabel Blandón;Laurentino Cortizo;Saul Méndez;Marco Ameglio,Ricardo Lombana,1,2019-03-13,2019-02-27,;3836;,Panama 2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2
179,2019,Panama,2019-03-13T00:00:00Z,1,"Asociación de Productores de Tierras Altas (en representación de movimiento ""Unidos por el Agro""",sin ausencias conocidas,0,7,7,Rómulo Roux;Ana Matilde Gómez;Ricardo Lombana;José Isabel Blandón;Laurentino Cortizo;Saul Méndez;Marco Ameglio,Laurentino Cortizo,1,2019-03-13,2019-02-27,;3832;,Panama 2019,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52.3,52.3
180,2019,Panama,2019-04-10T00:00:00Z,1,"TE Tribunal Electoral (Panamá);Cámara de Comercio, Industrias y Agricultura de Panamá",sin ausencias conocidas,0,7,7,Rómulo Roux;Ana Matilde Gómez;Ricardo Lombana;José Isabel Blandón;Laurentino Cortizo;Saul Méndez;Marco Ameglio,Ricardo Lombana,1,2019-04-10,2019-03-27,;3841;,Panama 2019,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.9,9.9
180,2019,Panama,2019-04-10T00:00:00Z,1,"TE Tribunal Electoral (Panamá);Cámara de Comercio, Industrias y Agricultura de Panamá",sin ausencias conocidas,0,7,7,Rómulo Roux;Ana Matilde Gómez;Ricardo Lombana;José Isabel Blandón;Laurentino Cortizo;Saul Méndez;Marco Ameglio,Laurentino Cortizo,1,2019-04-10,2019-03-27,;3837;,Panama 2019,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49.9,49.9
196,2020,Bolivia,2020-10-03T00:00:00Z,1,FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana,sin ausencias conocidas,0,7,7,Luis Arce;Carlos Mesa;Luis Fernando Camacho;Chi Hyun Chung;Jorge Tuto Quiroga;María de la Cruz Bayá;Feliciano Mamani,Luis Arce,1,2020-10-03,2020-09-19,;2403;3024;,Bolivia 2020,30.6,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,67,33.5
196,2020,Bolivia,2020-10-03T00:00:00Z,1,FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana,sin ausencias conocidas,0,7,7,Luis Arce;Carlos Mesa;Luis Fernando Camacho;Chi Hyun Chung;Jorge Tuto Quiroga;María de la Cruz Bayá;Feliciano Mamani,Carlos Mesa,1,2020-10-03,2020-09-19,;2404;3025;,Bolivia 2020,24.7,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,52.599999999999994,26.299999999999997
196,2020,Bolivia,2020-10-03T00:00:00Z,1,FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana,sin ausencias conocidas,0,7,7,Luis Arce;Carlos Mesa;Luis Fernando Camacho;Chi Hyun Chung;Jorge Tuto Quiroga;María de la Cruz Bayá;Feliciano Mamani,Luis Fernando Camacho,1,2020-10-03,2020-09-19,;2405;3026;,Bolivia 2020,12.7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25.2,12.6
196,2020,Bolivia,2020-10-03T00:00:00Z,1,FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana,sin ausencias conocidas,0,7,7,Luis Arce;Carlos Mesa;Luis Fernando Camacho;Chi Hyun Chung;Jorge Tuto Quiroga;María de la Cruz Bayá;Feliciano Mamani,Chi Hyun Chung,1,2020-10-03,2020-09-19,;2406;3027;,Bolivia 2020,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.8,2.4
197,2020,Bolivia,2020-10-04T00:00:00Z,1,ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés,Luis Arce;Luis Fernando Camacho,2,7,5,Carlos Mesa;Jorge Tuto Quiroga;Feliciano Mamani;María de la Cruz Bayá;Chi Hyun Chung,Carlos Mesa,1,2020-10-04,2020-09-20,;2404;3025;,Bolivia 2020,24.7,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,52.599999999999994,26.299999999999997
197,2020,Bolivia,2020-10-04T00:00:00Z,1,ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés,Luis Arce;Luis Fernando Camacho,2,7,5,Carlos Mesa;Jorge Tuto Quiroga;Feliciano Mamani;María de la Cruz Bayá;Chi Hyun Chung,Chi Hyun Chung,1,2020-10-04,2020-09-20,;2406;3027;,Bolivia 2020,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.8,2.4
201,2006,Mexico,2006-04-25T00:00:00Z,1,CIRT Cámara Nacional de la Industria de Radio y Televisión,Andrés Manuel López Obrador,1,5,4,Roberto Campa;Patricia Mercado;Roberto Madrazo;Felipe Calderón,Roberto Madrazo,1,2006-04-25,2006-04-11,;818;821;,Mexico 2006,25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,53,26.5
202,2006,Mexico,2006-06-06T00:00:00Z,1,CIRT Cámara Nacional de la Industria de Radio y Televisión;IFE Instituto Federal Electoral,sin ausencias conocidas,0,5,5,Andrés Manuel López Obrador;Roberto Campa;Patricia Mercado;Roberto Madrazo;Felipe Calderón,Roberto Madrazo,1,2006-06-06,2006-05-23,;842;845;848;851;,Mexico 2006,22,27,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,104,26
224,2015,Guatemala,2015-08-10T00:00:00Z,1,Consejo de Empresarial de Guatemala,Manuel Baldizon;Jimmy Morales;Sandra Torres;Mario Estrada;Roberto Gonzalez,5,13,8,Zury Rios;Alejandro Giammattei;José Angel Lopez;Miguel Ángel Sandoval;Lizardo Sosa;Juan Gutiérrez;Luis Fernando Pérez;Mario David García,Alejandro Giammattei,1,2015-08-10,2015-07-27,;3580;,Guatemala 2015,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.6,12.6
231,2019,Guatemala,2019-06-02T00:00:00Z,1,AGG Asociación de Generentes de Guatemala,Sandra Torres,1,6,5,Roberto Arzú;Edwin Escobar;Héctor Estrada;Alejandro Giammattei;Edmond Mulet,Alejandro Giammattei,1,2019-06-02,2019-05-19,;2467;,Guatemala 2019,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.8,10.8
231,2019,Guatemala,2019-06-02T00:00:00Z,1,AGG Asociación de Generentes de Guatemala,Sandra Torres,1,6,5,Roberto Arzú;Edwin Escobar;Héctor Estrada;Alejandro Giammattei;Edmond Mulet,Edmond Mulet,1,2019-06-02,2019-05-19,;2468;,Guatemala 2019,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.6,8.6
232,2019,Guatemala,2019-06-10T00:00:00Z,1,Federación Evangélica de Guatemala,sin ausencias conocidas,0,8,8,Roberto Arzú;Sandra Torres;Estuardo Galdamez;Amilcar Rivera;Julio Héctor Estrada;Edmond Mulet ;Alejandro Giammattei;Isaac Farchi,Sandra Torres,1,2019-06-10,2019-05-27,;3552;,Guatemala 2019,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.6,22.6
232,2019,Guatemala,2019-06-10T00:00:00Z,1,Federación Evangélica de Guatemala,sin ausencias conocidas,0,8,8,Roberto Arzú;Sandra Torres;Estuardo Galdamez;Amilcar Rivera;Julio Héctor Estrada;Edmond Mulet ;Alejandro Giammattei;Isaac Farchi,Edmond Mulet,1,2019-06-10,2019-05-27,;3551;,Guatemala 2019,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.4,6.4
232,2019,Guatemala,2019-06-10T00:00:00Z,1,Federación Evangélica de Guatemala,sin ausencias conocidas,0,8,8,Roberto Arzú;Sandra Torres;Estuardo Galdamez;Amilcar Rivera;Julio Héctor Estrada;Edmond Mulet ;Alejandro Giammattei;Isaac Farchi,Alejandro Giammattei,1,2019-06-10,2019-05-27,;3550;,Guatemala 2019,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.6,11.6
232,2019,Guatemala,2019-06-10T00:00:00Z,1,Federación Evangélica de Guatemala,sin ausencias conocidas,0,8,8,Roberto Arzú;Sandra Torres;Estuardo Galdamez;Amilcar Rivera;Julio Héctor Estrada;Edmond Mulet ;Alejandro Giammattei;Isaac Farchi,Isaac Farchi,1,2019-06-10,2019-05-27,;3549;,Guatemala 2019,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.8,2.8
262,2010,Colombia,2010-04-18T00:00:00Z,1,Caracol,sin ausencias conocidas,0,6,6,Antanas Mockus;Noemí Sanín;Gustavo Petro;Germán Vargas Lleras;Rafael Pardo;Juan Manuel Santos,Antanas Mockus,1,2010-04-18,2010-04-04,;609;614;619;624;,Colombia 2010,23.6559143066406,30.2439022064209,30.5263156890869,23.529411315918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,107.9555435180664,26.9888858795166
262,2010,Colombia,2010-04-18T00:00:00Z,1,Caracol,sin ausencias conocidas,0,6,6,Antanas Mockus;Noemí Sanín;Gustavo Petro;Germán Vargas Lleras;Rafael Pardo;Juan Manuel Santos,Gustavo Petro,1,2010-04-18,2010-04-04,;610;615;620;625;,Colombia 2010,6.45161294937134,3.78048777580261,4.21052646636963,4.70588254928589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19.148509740829468,4.787127435207367
262,2010,Colombia,2010-04-18T00:00:00Z,1,Caracol,sin ausencias conocidas,0,6,6,Antanas Mockus;Noemí Sanín;Gustavo Petro;Germán Vargas Lleras;Rafael Pardo;Juan Manuel Santos,Juan Manuel Santos,1,2010-04-18,2010-04-04,;608;613;618;623;,Colombia 2010,39.7849464416504,35.9756088256836,37.8947372436523,35.294116973877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,148.9494094848633,37.23735237121583
263,2010,Colombia,2010-04-27T00:00:00Z,1,City TV;EL TIEMPO;Radio W,sin ausencias conocidas,0,6,6,Antanas Mockus;German Vargas Lleras;Noemí Sanín;Gustavo Petro;Rafael Pardo;Juan Manuel Santos,Antanas Mockus,1,2010-04-27,2010-04-13,;619;624;629;634;,Colombia 2010,30.5263156890869,23.529411315918,35.4166679382324,42.2222213745117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,131.694616317749,32.92365407943725
263,2010,Colombia,2010-04-27T00:00:00Z,1,City TV;EL TIEMPO;Radio W,sin ausencias conocidas,0,6,6,Antanas Mockus;German Vargas Lleras;Noemí Sanín;Gustavo Petro;Rafael Pardo;Juan Manuel Santos,Gustavo Petro,1,2010-04-27,2010-04-13,;620;625;630;635;,Colombia 2010,4.21052646636963,4.70588254928589,5.20833349227905,5.55555534362793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19.6802978515625,4.920074462890625
263,2010,Colombia,2010-04-27T00:00:00Z,1,City TV;EL TIEMPO;Radio W,sin ausencias conocidas,0,6,6,Antanas Mockus;German Vargas Lleras;Noemí Sanín;Gustavo Petro;Rafael Pardo;Juan Manuel Santos,Juan Manuel Santos,1,2010-04-27,2010-04-13,;618;623;628;633;,Colombia 2010,37.8947372436523,35.294116973877,36.4583320617676,32.2222213745117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,141.8694076538086,35.46735191345215
264,2010,Colombia,2010-05-18T00:00:00Z,1,NTN24 de RCN;La Silla Vacía;MSN,sin ausencias conocidas,0,6,6,Gustavo Petro;Germán Vargas Lleras;Noemí Sanín;Juan Manuel Santos;Rafael Pardo;Antanas Mockus,Gustavo Petro,1,2010-05-18,2010-05-04,;655;660;665;670;675;,Colombia 2010,5.20833349227905,5.36398458480835,4.54545450210571,4.25531911849976,9.0361442565918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28.40923595428467,5.681847190856934
264,2010,Colombia,2010-05-18T00:00:00Z,1,NTN24 de RCN;La Silla Vacía;MSN,sin ausencias conocidas,0,6,6,Gustavo Petro;Germán Vargas Lleras;Noemí Sanín;Juan Manuel Santos;Rafael Pardo;Antanas Mockus,Juan Manuel Santos,1,2010-05-18,2010-05-04,;653;658;663;668;673;,Colombia 2010,35.4166679382324,32.183910369873,39.7727279663086,40.4255332946777,35.3012046813965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,183.1000442504882,36.62000885009764
