"","id_debate","cat_pais","ncat_eleccion","t_fecha","dico_certidumbre","ncat_ronda","dico_pre_vice_candidaturas","t_hora","str_organizador","str_titulo","dico_streaming","str_sede","str_moderadores","str_panelistas","n_presentes","str_presentes","str_ausentes","n_jornadas","n_duracion","dico_obligatorio","cat_formato","dico_ddreplica","ncat_ppac","ncat_competencia","dico_analisis","cat_temas","dico_comentarios","dico_inserts","cat_panel","ncat_panel","dico_analytics","n_strorganizador","n_panelistas","n_moderadores","n_ausentes","n_invitados","dico_formato_apertura","dico_formato_libre","dico_formato_duelo","dico_formato_moderadores","dico_formato_periodistas","dico_formato_sectores","dico_formato_expertos","dico_formato_virtuales","dico_formato_expositivo","dico_formato_presentes","dico_temas_puntuales","dico_temas_libre","dico_temas_monotema","dico_temas_bloques","cat_ballotage","n_candidaturas","n_proporcioninvitados","n_porcentajeausentes","n_proporcionausentes","n_indexausentes","dico_ausencias","cat_regmedios","cat_regestado","cat_regcandidatos","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg","dico_org_mmc","dico_org_osc","dico_org_educ","dico_org_estado","dico_org_mmp"
"82",82,"Chile",2017,2017-10-24,1,1,NA,"0.75","Agrupación Lésbica Rompiendo El Silencio;Aprofa Chile;Coordinadora Autónoma contra la Violencia;Corporación Humanas;Mujeres Lideres Para Chile;Fondo Alquimia;Fundación Margen;Instituto de la Mujer;Mesa Acción por el Aborto en Chile;Movimiento Pro-Emancipación de las Mujeres de Chile;Observatorio Contra el Acoso Callejero Chile;Observatorio de Género y Equidad;Red Chilena Contra la Violencia Hacia las Mujeres;El Desconcierto","""Derechos Humanos de las Mujeres""","TRUE","Salón de Honor del Ex Congreso Nacional, Catedral 1158, Santiago","Francisca Quiroga",NA,2,"Marco Enríquez-Ominami ;Beatriz Sanchez","Sebastian Piñera;José Antonio Kast;Carolina Goic;Alejandro Guillier;Eduardo Artés;Alejandro Navarro",NA,120,NA,"sectores;moderadores","FALSE","0.0","3.0","0.0","monotema","TRUE","FALSE","Mujeres","4.0",0,"14",NA,1,6,8,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,8,1,13.81,0.75,10.3575,1,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
"83",83,"Chile",2017,2017-09-28,1,1,NA,NA,"ANP Asociación Nacional de la Prensa",NA,NA,"Salón de Honor del Congreso, Valparaíso","Iván Valenzuela","Carlos Vergara;Alejandro Trujillo;José Manuel Álvarez;Alfonso Peró",8,"Carolina Goic;José Antonio Kast;Sebastian Piñera;Alejandro Guillier;Beatriz Sanchez;Marco Enríquez-Ominami ;Eduardo Artés;Alejandro Navarro","sin ausencias conocidas",NA,140,NA,"periodistas","TRUE","0.0","1.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1","4",1,0,8,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,8,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"84",84,"Chile",2017,2017-10-20,1,1,NA,"0.333333333333333","ARCHI","#DebateRadialArchi2017",NA,"en el Salón de Honor del ex – Congreso Nacional en Santiago","Eduardo Martínez","Sergio Campos;Cony Stipicic;Iván Valenzuela;Alejandro de la Carrera",8,"Carolina Goic;José Antonio Kast;Sebastian Piñera;Alejandro Guillier;Beatriz Sanchez;Marco Enríquez-Ominami ;Eduardo Artés;Alejandro Navarro","sin ausencias conocidas",NA,120,NA,"periodistas","FALSE","0.0","2.0","0.0","puntuales","FALSE","TRUE","0.0","0.0",0,"1","4",1,0,8,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,8,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"85",85,"Chile",2017,2017-11-06,1,1,NA,NA,"ANATEL",NA,NA,NA,"Soledad Onetto;Matías del Río;Iván Núñez;Ramón Ulloa",NA,8,"Carolina Goic;José Antonio Kast;Sebastian Piñera;Alejandro Guillier;Beatriz Sanchez;Marco Enríquez-Ominami ;Eduardo Artés;Alejandro Navarro","sin ausencias conocidas",NA,180,NA,"moderadores","TRUE","0.0","1.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,4,0,8,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,8,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"86",86,"Chile",2017,2017-12-07,1,2,NA,"0.333333333333333","ARCHI",NA,NA,"dificio del GAM de Santiago","Eduardo Martínez","Claudia Álamo;Verónica Franco;Carolina Urrejola;María Octavia Rivas;Alejandro de la Carrera",2,"Sebastian Piñera;Alejandro Guillier","sin ausencias conocidas",NA,NA,NA,"periodistas","FALSE","0.0","2.0","0.0","puntuales","FALSE","TRUE","0.0","0.0",0,"1","5",1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"87",87,"Chile",2017,2017-12-11,1,2,NA,NA,"ANATEL","#DebateAnatel",NA,NA,"José Antonio Neme;Consuelo Saavedra;Mónica Rincón;Constanza Santa María",NA,2,"Sebastian Piñera;Alejandro Guillier","sin ausencias conocidas",NA,120,NA,"moderadores;libre","FALSE","0.0","5.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1",NA,4,0,2,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"88",88,"Chile",2021,2021-09-22,1,1,"FALSE","0.9375","CNN Chile;Chilevisión","#DebateCHVCNN","TRUE",NA,"Mónica Rincón;Daniel Matamala",NA,5,"Gabriel Boric;Sebastián Sichel;José Antonio Kast;Yasna Provoste;Eduardo Artés","Marco Enríquez-Ominami ;Franco Parisi","1.0",120,NA,"moderadores;libre;duelo","FALSE","0.0","5.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"2",NA,2,2,7,"FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,7,1,12.8,0.285714285714286,3.65714285714286,1,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"89",89,"Chile",2021,2021-09-24,1,1,"FALSE",NA,"La Tercera;Confederación de la Producción y del Comercio",NA,NA,NA,"María José O’Shea;Juan Sutil",NA,4,"Marco Enríquez-Ominami ;Franco Parisi;Eduardo Artés;Gabriel Boric","sin datos","1.0",NA,NA,"periodistas",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",NA,2,NA,NA,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
"90",90,"Chile",2021,2021-10-11,1,1,"FALSE","0.9375","TVN;T13;Mega","“Debate Presidencial 2021”",NA,NA,"Matías del Río;Mónica Pérez;Juan Manuel Astorga",NA,6,"Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste","Franco Parisi","1.0",120,NA,"moderadores;libre;duelo","TRUE","0.0","5.0","0.0","puntuales;bloques","FALSE","FALSE","0.0","0.0",0,"3",NA,3,1,7,"FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",2,7,1,12.8,0.142857142857143,1.82857142857143,1,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE
"91",91,"Chile",2021,2021-10-15,1,1,"FALSE","0.333333333333333","ARCHI","#DebateArchi","TRUE",NA,"Eduardo Martinez","Jessika Casteñeda;Cony Stipicic;Carolina Urrejola;Verónica Franco;Nicolás Vergara",6,"Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste","Franco Parisi","1.0",120,NA,"periodistas","TRUE","0.0","2.0","0.0","puntuales","FALSE","TRUE",NA,NA,0,"1","5",1,1,7,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,7,1,12.8,0.142857142857143,1.82857142857143,1,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"92",92,"Chile",2021,2021-10-21,1,1,"FALSE","0.833333333333333","La Red;Escenarios Hídricos 2030","Futuro del agua #DebateAguaXLARED","TRUE",NA,"Julia Vial","Ulrike Broschek;Cintia Quesada;Lio Vitral;Ariane Klaus;Juan Torres",5,"Gabriel Boric;Marco Enríquez-Ominami ;Yasna Provoste;Sebastián Sichel;Franco Parisi","Eduardo Artés;José Antonio Kast","1.0",120,NA,"moderadores;sectores","FALSE","0.0","0.0","1.0","monotema","FALSE","FALSE","representantes de las regiones; experta en recursos hidrícos",NA,0,"2","5",1,2,7,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,7,1,29.38,0.285714285714286,8.39428571428571,1,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
"93",93,"Chile",2021,2021-11-01,1,1,"FALSE","0.791666666666667","Universidad de Chile;Radio Cooperativa;Radio UChile;UChile TV","Debate Universidad de Chile 2021  #DebateUchile","TRUE",NA,"Mariela Ravanal","Sergio Campos;Yasna Lewin;Paula Molina;Jennifer Abate;Rodrigo Vergara;Antonella Estévez",5,"Gabriel Boric;Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami","José Antonio Kast;Franco Parisi","1.0",90,NA,"periodistas","FALSE","0.0","0.0","0.0","bloques;puntuales","FALSE","FALSE",NA,NA,0,"4","6",1,2,7,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",2,7,1,40.71,0.285714285714286,11.6314285714286,1,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE
"94",94,"Chile",2021,2021-11-05,1,1,"FALSE","0.333333333333333","T13;El Desconcierto;Cobertura;CON-CIENCIA;Escazú Ahora Chile;Portada Soñada","Debate Es Turno del Planeta #EsTurnoDelPlaneta","TRUE",NA,"Felipe Gerdtzen;Andrea Obaid","Valentina;Jorge;Florencia;Rayel;Sergio Jara;Gabriel Gajardo;Fresia Ramirez;Cristina Gonzales;Emilia Torres;Maria Fernanda Arias;Felipe Cansin;Jorge Pacheco;Lorena Matamala;Guillermo José Turner;Francisca Jünerman;Mónica Rubio",4,"Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami","José Antonio Kast;Franco Parisi;Gabriel Boric","1.0",105,NA,"sectores;periodistas","FALSE","0.0","0.0","0.0","monotema","FALSE","FALSE","ambientalistas activistas;periodistas",NA,0,"6","16",2,3,7,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,7,1,66.54,0.428571428571429,28.5171428571429,1,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
"95",95,"Chile",2021,2021-11-11,1,1,"FALSE","0.541666666666667","ENADE / ICARE","Compromissum","TRUE","en la Universidad Adolfo Ibáñez, en su sede de Peñalolén.","Soledad Onetto","Verónica Figueroa Huencho;Enrique Munita;Camila Merino;Lucía Santa Cruz;Izkia Siches;Jorge Marshall;José de Gregorio;Andrea Repetto;Mónica Alvarez;Cristian Warnken",5,"Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel","Eduardo Artés;Franco Parisi","1.0",120,NA,"expositivo;sectores","FALSE","0.0","0.0","0.0","puntuales;libre","FALSE","FALSE","profesionales;representantes de organizaciones",NA,0,"1","10",1,2,7,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",2,7,1,14.27,0.285714285714286,4.07714285714286,1,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"96",96,"Chile",2021,2021-11-15,1,1,"FALSE","0.9375","ANATEL",NA,"FALSE",NA,"Juan Manuel Astorga;Macarena Pizarro;Constanza Santa María;Iván Valenzuela",NA,6,"Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés","Franco Parisi","1.0",165,NA,"moderadores","FALSE","0.0","2.0",NA,"bloques;puntuales","FALSE","TRUE","periodistas;periodistas regionales",NA,0,"1",NA,4,1,7,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",2,7,1,12.8,0.142857142857143,1.82857142857143,1,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"97",97,"Chile",2021,2021-12-10,1,2,"FALSE","0.333333333333333","ARCHI",NA,NA,NA,"Eduardo Martinez","Jessika Casteñeda;Sebastián Aguirre;Ramón Ulloa;Cony Stipicic;Octavia Rivas;Nicolás Vergara;Sergio Campo;Juan Rafael Maldonada;Roberto Silva;Eduardo Maldonado",2,"Gabriel Boric;José Antonio Kast","sin ausencias conocidas","1.0",120,NA,"periodistas","TRUE","0.0","1.0",NA,"puntuales","FALSE","TRUE",NA,NA,0,"1","10",1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"98",98,"Chile",2021,2021-12-13,1,2,"FALSE","0.833333333333333","ANATEL",NA,NA,NA,"Daniel Matamala;Soledad Onetto;Matías del Río;Iván Valenzuela",NA,2,"Gabriel Boric;José Antonio Kast","sin ausencias conocidas","1.0",120,NA,"moderadores;duelo","FALSE","0.0","4.0",NA,"bloques;libre","FALSE","TRUE",NA,NA,0,"1",NA,4,0,2,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"99",99,"Argentina",2015,2015-10-05,1,1,"FALSE","0.875","Argentina Debate",NA,NA,"Facultad de Derecho UBA","Rodolfo Barili;Marcelo Bonelli;Luis Novaresio",NA,5,"Nicolás del Caño;Adolfo Rodríguez Saá;Sergio Massa;Margarita Stolbizer;Mauricio Macri","Daniel Scioli",NA,135,NA,"duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1",NA,3,1,6,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,6,1,37.08,0.166666666666667,6.18,1,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"100",100,"Argentina",2015,2015-10-15,1,2,"FALSE","0.875","Argentina Debate",NA,NA,"Facultad de Derecho UBA","Rodolfo Barili;Marcelo Bonelli;Luis Novaresio",NA,2,"Daniel Scioli;Mauricio Macri","sin ausencias conocidas",NA,75,NA,"duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1",NA,3,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"101",101,"Argentina",2019,2019-10-13,1,1,"FALSE","0.875","Cámara Nacional Electoral (Arg)",NA,NA,"UNL","Rodolfo Barili;María Laura Santillán;Guillermo Andino;Gisela Vallone",NA,6,"Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño","sin ausencias conocidas",NA,135,NA,"expositivo","FALSE","0.0","3.0","0.0","bloques","TRUE","FALSE","0.0","0.0",0,"1",NA,4,0,6,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",1,6,1,0,0,0,0,"OPORTUNIDAD","ORGANIZAR","OBLIGACION",2,4,3,9,FALSE,FALSE,FALSE,TRUE,FALSE
"102",102,"Argentina",2019,2019-10-20,1,1,"FALSE","0.875","Cámara Nacional Electoral (Arg)",NA,NA,"Facultad de Derecho UBA","Marcelo Bonelli;María O'Donnell;Mónica Gutiérrez;Claudio Rígoli",NA,6,"Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño","sin ausencias conocidas",NA,135,NA,"expositivo","FALSE","0.0","3.0","0.0","bloques","TRUE","FALSE","0.0","0.0",0,"1",NA,4,0,6,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",1,6,1,0,0,0,0,"OPORTUNIDAD","ORGANIZAR","OBLIGACION",2,4,3,9,FALSE,FALSE,FALSE,TRUE,FALSE
"103",103,"Argentina",2023,2023-10-01,1,1,"FALSE","0.875","Cámara Nacional Electoral (Arg)","#Debate2023",NA,"UNSE Universidad Nacional de Santiago del Estero","Rodolfo Barili;Evangelina Ramallo;Lucila Trujillo;Esteban Mirol",NA,5,"Sergio Massa;Javier Milei;Myriam Bregman;Juan Schiaretti;Patricia Bullrich","sin ausencias conocidas",NA,135,"TRUE","expositivo;duelo","TRUE","1.0","4.0","FALSE","bloques;preguntas","FALSE","FALSE","no aplica","no aplica",0,"1",NA,4,0,5,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",2,5,1,0,0,0,0,"OPORTUNIDAD","ORGANIZAR","OBLIGACION",2,4,3,9,FALSE,FALSE,FALSE,TRUE,FALSE
"104",104,"Argentina",2023,2023-10-08,1,1,"FALSE","0.875","Cámara Nacional Electoral (Arg)","#Debate2023",NA,"Facultad de Derecho UBA","Marcelo Bonelli;Mariana Verón;Soledad Larghi;Sergio Roulier",NA,5,"Sergio Massa;Javier Milei;Myriam Bregman;Juan Schiaretti;Patricia Bullrich","sin ausencias conocidas",NA,135,"TRUE","expositivo;duelo","TRUE","1.0","4.0","FALSE","bloques;preguntas","FALSE","FALSE","no aplica","no aplica",0,"1",NA,4,0,5,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",2,5,1,0,0,0,0,"OPORTUNIDAD","ORGANIZAR","OBLIGACION",2,4,3,9,FALSE,FALSE,FALSE,TRUE,FALSE
"105",105,"Argentina",2023,2023-12-11,1,2,"FALSE","0.875","Cámara Nacional Electoral (Arg)","#Debate2023",NA,"Facultad de Derecho UBA","Pablo Vigna;Luciana Geuna;Erica Fontana;Antonio Laje",NA,2,"Sergio Massa;Javier Milei","sin ausencias conocidas",NA,110,"TRUE","libre","FALSE","0.0","5.0","FALSE","bloques","FALSE","FALSE","no aplica","no aplica",0,"1",NA,4,0,2,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"OPORTUNIDAD","ORGANIZAR","OBLIGACION",2,4,3,9,FALSE,FALSE,FALSE,TRUE,FALSE
"106",106,"Peru",1990,1990-06-03,1,2,"FALSE","0.791666666666667","Intercampus",NA,NA,"Auditorio del Centro Cívico de Lima","Guido Lombardi",NA,2,"Alberto Fujimori;Mario Vargas Llosa","sin ausencias conocidas",NA,NA,NA,"duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"107",107,"Peru",2001,2001-05-19,1,2,"FALSE","0.833333333333333","Asociación Civil Transparencia",NA,NA,NA,"Guido Lombardi","Juan Julio Wicht;Zenaida Solís;Juan de La Puente;Juan Paredes Castro",2,"Alejandro Toledo Manrique;Alan García Pérez","sin ausencias conocidas",NA,90,NA,"duelo;periodistas","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1","4",1,0,2,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"108",108,"Peru",2006,2006-05-21,1,2,"FALSE","0.847222222222222","Alianza Estratégica de Universidades Nacionales (Universidad Mayor de San Marcos, Universidad Nacional de Ingeniería, Universidad Agraria de la Molina);Sociedad Nacional de Radio y Televisión;CIES;Consejo departamental de Lima del Colegio de Ingenieros del Perú",NA,NA,"Museo de Arqueología, Antropología e Historia de Pueblo Libre","Augusto Álvarez Rodrich",NA,2,"Alan García Pérez;Ollanta Moisés Humala Tasso","sin ausencias conocidas",NA,NA,NA,"duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"4",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE
"109",109,"Peru",2011,2011-03-11,1,1,"FALSE","0.833333333333333","Jurado Nacional de Elecciones (Perú)",NA,NA,"auditórium del Colegio Médico del Perú","Federico Salazar Bustamante",NA,11,"Keiko Fujimori Higuchi;Oscar Luis Castañeda Lossio;Pedro Pablo Kuczynski;Ollanta Moisés Humala Tasso;Alejandro Toledo Manrique;Juliana Reymer Rodríguez;Humberto Pinazo Bella;Rafael Belaúnde Aubry;José Manuel Rodríguez Cuadros;Ricardo Noriega Salaverry;José Antonio Ñique de la Puente","sin ausencias conocidas",NA,NA,NA,"expositivo;moderadores;virtuales","FALSE","3.0","0.0","0.0","bloques;puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,11,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",2,11,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
"110",110,"Peru",2011,2011-03-03,1,1,"FALSE","0.791666666666667","Grupo El Comercio (Perú)",NA,NA,"local del diario El Comercio","Juan Paredes Castro",NA,11,"Ollanta Moisés Humala Tasso;Ricardo Noriega Salaverry;Juliana Reymer Rodríguez;Manuel Rodríguez Cuadros;Keiko Fujimori Higuchi;Alejandro Toledo Manrique;José Ñique de la Puente;Pedro Pablo Kuczynski;Humberto Pinazo Bella;Rafael Belaúnde Aubry;Oscar Luis Castañeda Lossio","sin ausencias conocidas",NA,160,NA,"expositivo","FALSE","0.0","0.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,11,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",2,11,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"111",111,"Peru",2011,2011-04-03,1,1,"FALSE","0.791666666666667","Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión","""Debate presidencial 2011. Decisión Final""",NA,"Hotel Sheraton","José María Salcedo",NA,5,"Alejandro Toledo Manrique;Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi;Pedro Pablo Kuczynski;Oscar Luis Castañeda Lossio","sin ausencias conocidas",NA,150,NA,"duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","0.0","0.0",0,"2",NA,1,0,5,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,11,0.454545454545454,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
"112",112,"Peru",2011,2011-05-29,1,2,"FALSE","0.833333333333333","Jurado Nacional de Elecciones (Perú)",NA,NA,"Hotel Marriot de Lima","José María Salcedo",NA,2,"Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi","sin ausencias conocidas",NA,80,NA,"duelo;moderadores","FALSE","2.0","4.0","0.0","bloques;puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
"113",113,"Peru",2016,2016-02-11,1,1,"FALSE","0.791666666666667","Colegio de Periodistas del Perú;Colegio de Abogados de Lima",NA,NA,"Biblioteca Nacional","Max Obregón Rossi;Pedro Angulo Arana","primero: Roxana Cueva;Fernando Carvallo;Juan Paredes Castro;Rafael Romero;Javier Sota Nadal;José Verona;Pedro Pablo Alayza; segundo: Ernesto Elajara;Juan de la Puente;Pedro Tenorio;Hugo Guerra;José María Salcedo;Enrique Chavez;Rafael Romero;Jaro Forsaid",9,"primero: Ántero Flores Aráoz;Hernando Guerra García;Francisco Diez Canseco;Yehude Simon;Fernando Olivera; segundo: Julio Guzmán; Verónika Mendoza;Vladimir Cerrón;Gregorio Santos Guerrero","ausentes a la primera: César Acuña;Keiko Fujimori Higuchi;Alejandro Toledo Manrique;Miguel Hilario;ausentes a la segunda: Daniel Urresti;Alan García Pérez;Pedro Pablo Kuczynski;Renzo Reggiardo;Alfredo Barnechea","en dos días",NA,NA,"expositivo;periodistas","FALSE","0.0","3.0","0.0","monotema","TRUE","FALSE","0.0","0.0",0,"2","15",2,9,18,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",2,10,1.8,73.67,0.5,36.835,1,"NADA","NADA","NADA",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
