"","id_debate","cat_pais","ncat_eleccion","t_fecha","dico_certidumbre","ncat_ronda","dico_pre_vice_candidaturas","t_hora","str_organizador","str_titulo","dico_streaming","str_sede","str_moderadores","str_panelistas","n_presentes","str_presentes","str_ausentes","n_jornadas","n_duracion","dico_obligatorio","cat_formato","dico_ddreplica","ncat_ppac","ncat_competencia","dico_analisis","cat_temas","dico_comentarios","dico_inserts","cat_panel","ncat_panel","dico_analytics","n_strorganizador","n_panelistas","n_moderadores","n_ausentes","n_invitados","dico_formato_apertura","dico_formato_libre","dico_formato_duelo","dico_formato_moderadores","dico_formato_periodistas","dico_formato_sectores","dico_formato_expertos","dico_formato_virtuales","dico_formato_expositivo","dico_formato_presentes","dico_temas_puntuales","dico_temas_libre","dico_temas_monotema","dico_temas_bloques","cat_ballotage","n_candidaturas","n_proporcioninvitados","n_porcentajeausentes","n_proporcionausentes","n_indexausentes","dico_ausencias","cat_regmedios","cat_regestado","cat_regcandidatos","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg","dico_org_mmc","dico_org_osc","dico_org_educ","dico_org_estado","dico_org_mmp"
"34",34,"Brasil",2010,2010-10-25,1,2,"FALSE","0.958333333333333","Rede Record",NA,NA,"São Paulo - SP
 Rua da Várzea, 240, Barra Funda","Celso Freitas",NA,2,"José Serra;Dilma Rousseff","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"35",35,"Brasil",2010,2010-10-29,1,2,"FALSE","0.9375","Rede Globo",NA,NA,"Rio de Janeiro, RJ
 Central Globo de Produção
 Estrada dos Bandeirantes, 6700, Jacarepaguá","William Bonner",NA,2,"José Serra;Dilma Rousseff","sin ausencias conocidas",NA,NA,NA,"presentes","TRUE","4.0","3.0","0.0","puntuales","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"36",36,"Brasil",2014,2014-08-26,1,1,"FALSE","0.895833333333333","Rede Bandeirantes",NA,NA,"São Paulo, SP
 Rua dos Radiantes, 13, Morumbi","Ricardo Boechat","Boris Casoy;Jose Paulo de Andrade;Fabio Pannunzio",7,"Dilma Rousseff;Aécio Neves;Marina Silva;Luciana Genro;Pastor Everaldo;Levy Fidelix;Eduardo Jorge","sin ausencias conocidas",NA,NA,NA,"apertura;periodistas;duelo","TRUE","1.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1","3",1,0,7,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"37",37,"Brasil",2014,2014-09-01,1,1,"FALSE","0.739583333333333","SBT;FSP;UOL;Jovem Pan",NA,NA,"Osasco, SP
 Rod. Anhanguera, km 18 - Avenida das Comunicações, 4 - Industrial Anhanguera","Carlos Nascimento","Fernando Rodrigues;Fernando Canzian;Kennedy Alencar;Patrick Santos",7,"Dilma Rousseff;Aécio Neves;Marina Silva;Luciana Genro;Pastor Everaldo;Levy Fidelix;Eduardo Jorge","sin ausencias conocidas",NA,NA,NA,"duelo;periodistas","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"4","4",1,0,7,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"38",38,"Brasil",2014,2014-09-16,1,1,"FALSE","0.875","Rede Aparecida;CNBB Conferência Nacional dos Bispos do Brasil","#DebateAparecida",NA,"Aparecida, SP, SP
 >[[Av. Getúlio Vargas, 185 - Centro - Aparecida - SP","Rodolpho Gamberini","Vilson Basso;Joao Carlos Petrini;Jose Belisário da Silva;Guilherme Werlang;Joaquim Mol;Dom Dimas Lara Barbosa;Leonardo Steiner;Jacinto Furtado;Felippe Caetano;Raphael Leal;José de Melo;Junior Guarda;André Costa;Karla Maria;Dalcides Biscalquin;Ótavio Baldim",8,"Dilma Rousseff;Aécio Neves;Marina Silva;Luciana Genro;Pastor Everaldo;Levy Fidelix;Eduardo Jorge;José Maria Eymael","sin ausencias conocidas",NA,NA,NA,"apertura;sectores;periodistas;duelo","FALSE","0.0","4.0","0.0","puntuales","FALSE","FALSE","Iglesia","3.0",0,"2","16",1,0,8,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,11,0.727272727272727,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,TRUE,FALSE,FALSE,FALSE
"39",39,"Brasil",2014,2014-09-28,1,1,"FALSE","0.875","Rede Record","#DebateNaRecord",NA,"Rio de Janeiro, RJ
 RecNov
 Estrada dos Bandeirantes, 23.505, Vargem Grande","Celso Freitas;Adriana Araújo","Christina Lemos;Eduardo Ribeiro;Heródoto Barbeiro;Nirlando Beirao",7,"Dilma Rousseff;Aécio Neves;Marina Silva;Luciana Genro;Pastor Everaldo;Levy Fidelix;Eduardo Jorge","sin ausencias conocidas",NA,NA,NA,"duelo;periodistas","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1","4",2,0,7,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"40",40,"Brasil",2014,2014-10-02,1,1,"FALSE","0.9375","Rede Globo",NA,NA,"Rio de Janeiro, RJ
 Central Globo de Produção
 Estrada dos Bandeirantes, 6700, Jacarepaguá","William Bonner",NA,7,"Dilma Rousseff;Aécio Neves;Marina Silva;Luciana Genro;Pastor Everaldo;Levy Fidelix;Eduardo Jorge","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,7,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"41",41,"Brasil",2014,2014-10-14,1,2,"FALSE","0.916666666666667","Rede Bandeirantes","#DebateDaBand",NA,"São Paulo, SP
 Rua dos Radiantes, 13, Morumbi","Ricardo Boechat",NA,2,"Dilma Rousseff;Aécio Neves","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"42",42,"Brasil",2014,2014-10-16,1,2,"FALSE","0.881944444444444","SBT;FSP;UOL;Jovem Pan",NA,NA,"Osasco, SP
 Av. Presidente Kennedy, 2869
 Vila São José - Osasco - SP","Carlos Nascimento",NA,2,"Dilma Rousseff;Aécio Neves","sin ausencias conocidas",NA,80,NA,"duelo","FALSE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"4",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"43",43,"Brasil",2014,2014-10-19,1,2,"FALSE","0.958333333333333","Rede Record","#DebateNaRecord",NA,"São Paulo - SP
 Rua da Várzea, 240, Barra Funda","Celso Freitas;Adriana Araújo",NA,2,"Dilma Rousseff;Aécio Neves","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"1",NA,2,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"44",44,"Brasil",2014,2014-10-24,1,2,"FALSE","0.9375","Rede Globo",NA,NA,"Rio de Janeiro, RJ
 Central Globo de Produção
 Estrada dos Bandeirantes, 6700, Jacarepaguá","William Bonner",NA,2,"Dilma Rousseff;Aécio Neves","sin ausencias conocidas",NA,NA,NA,"duelo;presentes","TRUE","4.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"45",45,"Brasil",2018,2018-08-09,1,1,"FALSE","0.895833333333333","Rede Bandeirantes","#DebateBand",NA,"São Paulo, SP
 Rua dos Radiantes, 13, Morumbi","Ricardo Boechat","Fabio Pannunzio;Sérgio Amaral;Rafael Colombo;Lana Canepa;",8,"Alvaro Dias;Geraldo Alckmin;Marina Silva;Henrique Meirelles;Guilherme Boulos;Ciro Gomes;Cabo Daciolo;Jair Bolsonaro","Luiz Inácio Lula da Silva",NA,NA,NA,"apertura;periodistas;duelo","TRUE","1.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",1,"1","5",1,1,9,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.692307692307692,34,0.111111111111111,3.77777777777778,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"46",46,"Brasil",2018,2018-08-17,1,1,"FALSE","0.916666666666667","RedeTV!;Istoé","#DebateRedeTV",NA,"O evento é transmitido ao vivo dos estúdios do canal em Osasco, São Paulo. Osasco, SP-  Av. Presidente Kennedy, 2869 - Vila São José - Osasco - SP","Amanda Klein;Boris Casoy;Mariana Godoy","Mauro Tagliaferri;José Reinaldo Azevedo;Sérgio Pardellas;Celso Masson",8,"Alvaro Dias;Geraldo Alckmin;Marina Silva;Henrique Meirelles;Guilherme Boulos;Ciro Gomes;Cabo Daciolo; Jair Bolsonaro","Luiz Inácio Lula da Silva",NA,120,NA,"apertura;virtuales;periodistas;duelo","TRUE","3.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",1,"2","4",3,1,9,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.692307692307692,34,0.111111111111111,3.77777777777778,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"47",47,"Brasil",2018,2018-09-09,1,1,"FALSE","0.958333333333333","TV Gazeta;O Estado de S.Paulo;UOL;Jovem Pan","#GazetaEstadaoJP",NA,"São Paulo, SP
 Av. Paulista, 900 - Cerqueira César","Maria Lydia Flândoli","Vera Regina Magalhães;Rodolpho Gamberini;Augusto Nunes;Alberto Bombig",6,"Alvaro Dias;Geraldo Alckmin;Marina Silva;Henrique Meirelles;Guilherme Boulos;Ciro Gomes","Jair Bolsonaro",NA,NA,NA,"periodistas;candidatos;virtuales","FALSE","3.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",1,"4","4",1,1,7,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.538461538461538,46.03,0.142857142857143,6.57571428571429,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"48",48,"Brasil",2018,2018-09-20,1,1,"FALSE","0.875","Rede Aparecida;CNBB Conferência Nacional dos Bispos do Brasil",NA,NA,"Aparecida, SP- Av. Getúlio Vargas, 185 - Centro - Aparecida - SP","Joyce Ribeiro","Cardenal Dom Odilo Scherer;Rafael Rodrigues;Jose Maria Trindade;Luara Casthilo;Francisco Vilela;Nelson Hernique Batistotte;Júnior Guarda;Antonielly Maciel;Cardenal Dom Orani Tempesta;Dom Orlando Brandes;Dom Darci Nicioli;Dom Pedro Stringhini;Dom Guillherme Werlang;Dom Joao Bosco Barbosa;Dom Francisco Biasin",7,"Alvaro Dias;Geraldo Alckmin; Marina Silva;Henrique Meirelles; Guilherme Boulos;Ciro Gomes;Fernando Haddad","Cabo Daciolo;Jair Bolsonaro",NA,NA,NA,"sectores;periodistas;duelo","TRUE","4.0","4.0","0.0","puntuales;libre","FALSE","FALSE","Iglesia",NA,0,"2","15",1,2,9,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.692307692307692,47.29,0.222222222222222,10.5088888888889,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,TRUE,FALSE,FALSE,FALSE
"49",49,"Brasil",2018,2018-09-26,1,1,"FALSE","0.739583333333333","SBT;FSP;UOL","#DebateSBT","TRUE","Osasco, SP
 Rod. Anhanguera, km 18 - Avenida das Comunicações, 4 - Industrial Anhanguera","Carlos Nascimento","Débora Bergamasco;Fernando Canzian;Diogo Pinheiro",8,"Alvaro Dias;Geraldo Alckmin;Marina Silva; Henrique Meirelles;Guilherme Boulos;Ciro Gomes;Cabo Daciolo;Fernando Haddad","Jair Bolsonaro",NA,NA,NA,"periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",1,"3","3",1,1,9,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.692307692307692,46.03,0.111111111111111,5.11444444444444,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"50",50,"Brasil",2018,2018-09-30,1,1,"FALSE","0.875","Rede Record",NA,NA,"São Paulo - SP
 Rua da Várzea, 240, Barra Funda","Celso Freitas;Adriana Araújo",NA,8,"Alvaro Dias;Geraldo Alckmin;Marina Silva;Henrique Meirelles;Guilherme Boulos;Ciro Gomes;Cabo Daciolo;Fernando Haddad","Jair Bolsonaro",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"1",NA,2,1,9,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,13,0.692307692307692,46.03,0.111111111111111,5.11444444444444,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"51",51,"Brasil",2018,2018-10-02,1,1,"FALSE","0.9375","Rede Globo",NA,NA,"Rio de Janeiro, RJ
 Estúdios Globo
 Estrada dos Bandeirantes, 6700, Jacarepaguá","William Bonner",NA,7,"Alvaro Dias;Geraldo Alckmin;Marina Silva;Henrique Meirelles;Guilherme Boulos;Ciro Gomes;Fernando Haddad","Jair Bolsonaro",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,1,8,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.615384615384615,46.03,0.125,5.75375,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"52",52,"Brasil",2022,2022-08-28,1,1,"FALSE","0.875","Rede Bandeirantes;TV Cultura;FSP;UOL","#DebateNaBand","TRUE","estúdio da Band São Paulo","Adriana Araújo;Eduardo Oinegue;Fabíola Cidral;Leão Serva","Juliana Rosa;Rodolfo Schneider;Vera Magalhaes;Patricia Campos Melo;Thaís Oyana;Thays Freitas;Ana Estela de Souza Pinto",6,"Jair Bolsonaro;Luiz Inácio Lula da Silva;Luiz Felipe d'Avila;Ciro Gomes;Simone Tebet;Soraya Thronicke","Kelmon Souza",NA,180,NA,"periodistas;duelo;moderadores","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","FALSE","periodistas",NA,1,"4","7",4,1,7,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0.07,0.142857142857143,0.01,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,TRUE
"53",53,"Brasil",2022,2022-09-24,1,1,"FALSE","0.760416666666667","SBT;CNN Brasil;O Estado de São Paulo;Veja;Terra;NovaBrasil FM",NA,"TRUE","nos estúdios do SBT em São Paulo (Osasco)","Carlos Nascimento","Márcio Gomes;Diego Amorim;Tatiana Farah;Carolina Ercoline;Marcelo Torres;Clarissa Oliveira;Joice Berth",6,"Jair Bolsonaro;Kelmon Souza;Luiz Felipe d'Avila;Ciro Gomes;Simone Tebet;Soraya Thronicke","Luiz Inácio Lula da Silva",NA,135,NA,"duelo;periodistas","TRUE","0.0","4.0","0.0","libre;puntuales","TRUE","FALSE","periodistas",NA,1,"6","7",1,1,7,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,48.43,0.142857142857143,6.91857142857143,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"54",54,"Brasil",2022,2022-09-29,1,1,"FALSE","0.9375","Rede Globo",NA,NA,"Río de Janeiro","William Bonner",NA,7,"Jair Bolsonaro;Kelmon Souza;Luiz Felipe d'Avila;Ciro Gomes;Simone Tebet;Soraya Thronicke;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,210,NA,"duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,7,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,11,0.636363636363636,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"55",55,"Brasil",2022,2022-10-16,1,2,"FALSE","0.833333333333333","Rede Bandeirantes;TV Cultura;FSP;UOL",NA,"TRUE","estúdio da Band São Paulo","Adriana Araújo;Eduardo Oinegue;Fabíola Cidral;Leão Serva","Vera Regina Magalhães;Rodolfo Schneider;Patricia Campos Melo;Josias de Souza;Tayguara Ribeiro",2,"Jair Bolsonaro;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,150,NA,"periodistas;libre;moderadores","TRUE",NA,NA,NA,"puntuales;libre","FALSE","FALSE","periodistas",NA,1,"4","5",4,0,2,"FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,TRUE
"56",56,"Brasil",2022,2022-10-28,1,2,"FALSE","0.895833333333333","Rede Globo",NA,NA,"Río de Janeiro","William Bonner",NA,2,"Jair Bolsonaro;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,120,NA,"libre","TRUE",NA,NA,NA,"puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"57",57,"Chile",1989,1989-10-09,1,1,"FALSE",NA,"Canal 13 Pontificia Universidad Católica de Chile","""Decisión 89""",NA,"Esudios de Canal 13","Hernán Precht Bañados","Raquel Correa;Bernardo de la Maza;Claudio Sánchez;Rosario Guzmán Errázuriz",2,"Hernán Büchi;Patricio Aylwin Azócar","sin ausencias conocidas",NA,NA,NA,"periodistas","FALSE","0.0","3.0","0.0","puntuales","TRUE","FALSE","0.0","0.0",0,"1","4",1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",1,3,0.666666666666667,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"58",58,"Chile",1993,1993-11-02,1,1,"FALSE",NA,"ANATEL",NA,NA,"sede del antiguo Congreso Nacional","participación de un panel de periodistas representantes de cada canal, un moderador/presentador y público en el estudio",NA,2,"Eduardo Frei Ruiz-Tagle;Arturo Alessandri Besa","sin ausencias conocidas",NA,NA,NA,"periodistas;presentes","FALSE","4.0","NA","0.0","puntuales","NA","NA","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",1,4,0.5,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"59",59,"Chile",2000,1999-11-02,1,1,"FALSE",NA,"ANATEL",NA,NA,"hotel de santiago","Bernardo Donoso","Carolina Jiménez;Felipe Vidal;Juan Manuel Astorga;Claudia Araneda;Mauricio Hoffman;Susana Orno",2,"Joaquín Lavín Infante;Ricardo Lagos Escobar","sin ausencias conocidas",NA,90,NA,"periodistas;moderador","FALSE","2.0","3.0","0.0","bloques;puntuales","TRUE","FALSE","0.0","0.0",0,"1","6",1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",2,6,0.333333333333333,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"60",60,"Chile",2006,2005-09-26,1,1,"FALSE","0.458333333333333","Universidad de Chile","""Debate un futuro para la educación chilena""","TRUE","en el Salón de Honor de la Casa Central","Luis Riveros","María Teresa Ruiz;Juan Asenjo;Francisco Orrego;Héctor Olav",4,"Michelle Bachelet;Tomás Hirsch Goldschmidt;Joaquín Lavín Infante;Sebastian Piñera","sin ausencias conocidas",NA,NA,NA,"expertos","NA","0.0","NA","NA","monotema","NA","NA","Academia","4.0",0,"1","4",1,0,4,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,4,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"61",61,"Chile",2006,2005-10-19,1,1,"FALSE","0.916666666666667","Canal 13 Pontificia Universidad Católica de Chile;CNN en Español","""Foro Presidencial: Chile 2005""",NA,"Espacio Riesco, comuna de Huechuraba.","Constanza Santa María;Glenda Umaña",NA,4,"Sebastian Piñera;Michelle Bachelet;Tomás Hirsch Goldschmidt;Joaquín Lavín Infante","sin ausencias conocidas",NA,60,NA,"periodistas","FALSE","0.0","0.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"2",NA,2,0,4,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,4,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"62",62,"Chile",2006,2005-11-16,1,1,"FALSE",NA,"ANATEL","""Debate presidencial 2005""",NA,"centro de eventos CasaPiedra, ubicado en la comuna de Vitacura","Mauricio Hofmann;Iván Núñez;Libardo Buitrago;Mauricio Bustamante",NA,4,"Sebastian Piñera;Michelle Bachelet;Tomás Hirsch Goldschmidt;Joaquín Lavín Infante","sin ausencias conocidas",NA,NA,NA,"moderadores","FALSE","0.0","0.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,4,0,4,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,4,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"63",63,"Chile",2006,2006-01-04,1,2,"FALSE","0.916666666666667","ANATEL",NA,NA,"Espacio Riesco a las 22 (UTC-3).","Amaro Gómez-Pablos;Libardo Buitrago;Alejandro Guillier;Constanza Santa María",NA,2,"Sebastian Piñera;Michelle Bachelet","sin ausencias conocidas",NA,NA,NA,"moderadores","FALSE","0.0","0.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,4,0,2,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"64",64,"Chile",2006,2005-11-29,1,1,NA,NA,"ENADE / ICARE",NA,"DUDA",NA,NA,NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,0,"1",NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,4,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"65",65,"Chile",2006,2005-10-25,1,1,NA,NA,"ComunidadMujer",NA,"DUDA","edificio ""Diego Portales""",NA,NA,4,"Michelle Bachelet;Tomás Hirsch Goldschmidt;Joaquín Lavín Infante;Sebastian Piñera","sin ausencias conocidas",NA,NA,NA,"NA","NA","NA","NA","NA","monotema","NA","NA",NA,NA,0,"1",NA,NA,0,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE","FALSE","TRUE","FALSE",2,4,1,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
