"","cat_pais","ncat_eleccion","ncat_ronda","nombres_candidatos","anio","vote_share","vs_vote_share","party_name","vs_party_name","status","vs_status","source_str_vote_share","source_url_vote_share"
"492","Guatemala",2023,2,"Sandra Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Guatemala",2023,1,"Samuel Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Guatemala",2023,1,"Carlos Pineda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Guatemala",2023,1,"Rafael Espada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Honduras",1993,1,"Jose Oswaldo Ramos Soto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Honduras",1993,1,"Marco Orlando Iriarte",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Honduras",1993,1,"Olban Valladares",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Honduras",1993,1,"Carlos Roberto Reina",1993,"53,01","53,01","Partido Liberal PL","PLH","Desafiante","","Friedenberg (2016b)",""
"500","Honduras",2013,1,"Orle Anibal Solis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Honduras",2013,1,"Romeo Vasquez Velasquez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Honduras",2013,1,"Mauricio Villeda Bermudez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Honduras",2013,1,"Salvador Nasralla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Honduras",2013,1,"Iris Xiomara Castro de Zelaya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Honduras",2013,1,"Jorge Rafael Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Honduras",2013,1,"Andres Pavon Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Honduras",2013,1,"Juan Orlando Hernandez",2013,"36,89",NA,"Partido Nacional","PNH","Incumbent",NA,"Friedenberg (2016b)",""
"508","Honduras",2017,1,"Jose Alfonso Diaz Narvaez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Honduras",2017,1,"Salvador Nasralla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Honduras",2017,1,"Eliseo Vallecillo Reyes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Honduras",2017,1,"Lucas Evangelisto Aguilera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Honduras",2017,1,"Luis Orlando Zelaya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Honduras",2017,1,"Romeo Vasquez Velasquez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Honduras",2017,1,"Isaias Fonseca Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Colombia",1986,1,"Alvaro Gomez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Colombia",1986,1,"Luis Carlos Galin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Colombia",1994,1,"Andres Pastrana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Colombia",1994,1,"Ernesto Samper",NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Colombia",1998,2,"Andres Pastrana",1998,"50,39",NA,"Partido Conservador","Conservador","Desafiante",NA,"Friedenberg (2016a)",""
"520","Colombia",1998,2,"Horacio Serpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Colombia",2002,1,"Alvaro Uribe Velez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Colombia",2002,1,"Noemi Sanin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Colombia",2002,1,"Luis Eduardo Garzon",2002,"6,1","","Coalición de siete partidos","","","","Friedenberg (2016a)",""
"524","Colombia",2002,1,"Horacio Serpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Colombia",2002,1,"Harold Bedoy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Colombia",2006,1,"Antanas Mockus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Colombia",2006,1,"Horacio Serpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Colombia",2006,1,"Enrique Parejo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Colombia",2006,1,"Carlos Gaviria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Colombia",2006,1,"Alvaro Leyva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Colombia",2010,1,"Antanas Mockus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Colombia",2010,1,"Noemi Sanin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Colombia",2010,1,"Gustavo Petro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Colombia",2010,1,"German Vargas Lleras",NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Colombia",2010,1,"Rafael Pardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Colombia",2010,1,"Juan Manuel Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Colombia",2010,1,"Sergio Fajardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Colombia",2010,2,"Antanas Mockus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Colombia",2010,2,"Juan Manuel Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Colombia",2014,1,"Clara Lopez",2014,"15,2","","Polo Democrático Alternativo","","Desafiante","","Friedenberg (2016a)",""
"541","Colombia",2014,1,"Marta Lucia Ramirez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Colombia",2014,1,"Oscar Ivan Zuluaga",2014,"29,28",NA,"Centro Democrático",NA,"Desafiante",NA,"Friedenberg (2016a)",""
"543","Colombia",2014,1,"Enrique Penalosa",2014,"8,3","","Alianza Verde","","Desafiante","","Friedenberg (2016a)",""
"544","Colombia",2014,1,"Juan Manuel Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Colombia",2014,2,"Juan Manuel Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Colombia",2014,2,"Oscar Ivan Zuluaga",2014,"45",NA,"Centro Democrático",NA,"Desafiante",NA,"Friedenberg (2016a)",""
"547","Colombia",2018,1,"Sergio Fajardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Colombia",2018,1,"Humberto de la Calle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Colombia",2018,1,"Ivan Duque",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Colombia",2018,1,"Gustavo Petro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Colombia",2018,1,"German Vargas Lleras",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Colombia",2018,1,"Viviane Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Colombia",2022,1,"Gustavo Petro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Colombia",2022,1,"Ingrid Betancourt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Colombia",2022,1,"Federico Gutierrez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Colombia",2022,1,"Sergio Fajardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Colombia",2022,1,"Enrique Gomez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Colombia",2022,1,"John Milton Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Colombia",2022,1,"Luis Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Colombia",2022,1,"Rodolfo Hernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Costa Rica",1986,NA,"Arias Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Costa Rica",1986,NA,"Calderon Fournier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Costa Rica",1998,1,"Jose Miguel Corrales Bolanos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Costa Rica",1998,1,"Miguel Angel Rodriguez Echeverria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Costa Rica",2002,1,"Rolando Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Costa Rica",2002,1,"Otto Guevara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Costa Rica",2002,1,"Abel Pacheco de la Espriella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Costa Rica",2002,1,"Otton Solis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Costa Rica",2002,2,"Abel Pacheco de la Espriella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Costa Rica",2002,2,"Rolando Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Costa Rica",2006,1,"Humberto Arce",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Costa Rica",2006,1,"Otton Solis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Costa Rica",2006,1,"Otto Guevara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Costa Rica",2006,1,"Abel Pacheco de la Espriella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Costa Rica",2006,1,"Alvaro Montero",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Costa Rica",2006,1,"Ricardo Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Costa Rica",2006,1,"Vladimir de la Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Costa Rica",2006,1,"Bolivar Serrano Hidalgo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Costa Rica",2006,1,"Jose Manuel Echandi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Costa Rica",2006,1,"Antonio Alvarez Desanti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Costa Rica",2006,1,"Walter Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Costa Rica",2006,1,"Juan Jose Vargas Fallas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Costa Rica",2006,1,"Jose Miguel Villalobos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Costa Rica",2006,1,"Humberto Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Costa Rica",2006,1,"Oscar Arias",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Costa Rica",2018,1,"Carlos Alvarado Quesada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Costa Rica",2018,1,"Otto Guevara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Costa Rica",2018,1,"Edgardo Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Costa Rica",2018,1,"Mario Redondo Poveda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Costa Rica",2018,1,"Rodolfo Hernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Costa Rica",2018,1,"Antonio Alvarez Desanti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Costa Rica",2018,1,"Fabricio Alvarado Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Costa Rica",2018,1,"Oscar Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Costa Rica",2018,1,"Sergio Mena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Costa Rica",2018,1,"Jhon Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Costa Rica",2010,1,"Laura Chinchilla",2010,"46,91",NA,"Partido Liberación Nacional (PLN)",NA,"Incumbent",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231051"
"597","Costa Rica",2010,1,"Otton Solis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Costa Rica",2010,1,"Otto Guevara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Costa Rica",2010,1,"Luis Fishman",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Costa Rica",2010,1,"Walter Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Costa Rica",2010,1,"Mayra Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Costa Rica",2010,1,"Eugenio Trejos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Costa Rica",2010,1,"Oscar Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Costa Rica",2010,1,"Rolando Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Costa Rica",2014,1,"Johnny Araya Monge",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Costa Rica",2014,1,"Jose Miguel Corrales Bolanos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Costa Rica",2014,1,"Otto Guevara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Costa Rica",2014,1,"Rodolfo Piza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Costa Rica",2014,1,"Luis Guillermo Solis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Costa Rica",2014,1,"Jose Maria Villalta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Costa Rica",2014,1,"Jose Manuel Echandi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Costa Rica",2014,1,"Hector Monestel Herrera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Costa Rica",2014,1,"Sergio Mena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Costa Rica",2014,1,"Oscar Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Costa Rica",2014,1,"Carlos Avendano",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Costa Rica",2014,1,"Walter Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Costa Rica",2014,1,"Justo Orozco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Costa Rica",2014,1,"Rodolfo Jhonny Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Costa Rica",2018,1,"Stephanie Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Costa Rica",2018,2,"Fabricio Alvarado Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Costa Rica",2018,2,"Carlos Alvarado Quesada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Costa Rica",2018,1,"Juan Diego Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Costa Rica",2018,1,"Rodolfo Piza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Costa Rica",2022,1,"Rodrigo Chaves",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Costa Rica",2022,1,"Fabricio Alvarado Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Costa Rica",2022,1,"Rolando Araya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Costa Rica",2022,1,"Welmer Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Costa Rica",2022,1,"Jose Maria Villalta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Costa Rica",2022,1,"Eliecer Feinzaig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Costa Rica",2022,1,"Jose Maria Figueres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Costa Rica",2022,1,"Lineth Saborio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Costa Rica",2022,1,"Rodolfo Hernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Costa Rica",2022,1,"Rodolfo Piza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Costa Rica",2022,1,"Federico Malavassi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Costa Rica",2022,1,"Carmen Quesada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Costa Rica",2022,1,"Greivin Moya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Costa Rica",2022,1,"Martin Chinchilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Costa Rica",2022,1,"Luis Alberto Cordero",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Costa Rica",2022,1,"Eduardo Cruickshank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Costa Rica",2022,1,"Christian Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Costa Rica",2022,1,"Maricela Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Costa Rica",2022,1,"Roulan Jimenez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Costa Rica",2022,1,"Sergio Mena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Costa Rica",2022,1,"Oscar Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Costa Rica",2022,1,"Natalia Diaz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Costa Rica",2022,1,"Oscar Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Costa Rica",2022,1,"Walter Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Costa Rica",2022,1,"Jhon Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Costa Rica",2022,2,"Rodrigo Chaves",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Costa Rica",2022,2,"Jose Maria Figueres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Republica Dominicana",2016,1,"Luis Rodolfo Abinader",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Republica Dominicana",2016,1,"Guillermo Moreno",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Republica Dominicana",2016,1,"Minerva Tavarez Mirabal",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Republica Dominicana",2016,1,"Soraya Aquino",NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Republica Dominicana",2016,1,"Pelegrin Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Republica Dominicana",2016,1,"Elias Wessin Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Republica Dominicana",2016,1,"Hatuey De Camps",NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","El Salvador",1999,1,"Rodolfo Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","El Salvador",1999,1,"Facundo Guardado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","El Salvador",1999,1,"Ruben Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","El Salvador",1999,1,"Salvador Nestor Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","El Salvador",2014,1,"Salvador Sanchez Ceren",NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","El Salvador",2014,1,"Norman Quijano",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","El Salvador",2014,1,"Elias Antonio Saca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","El Salvador",2014,1,"Rene Rodriguez Hurtado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","El Salvador",2014,1,"Oscar Lemu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","El Salvador",2019,1,"Carlos Calleja",NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","El Salvador",2019,1,"Hugo Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","El Salvador",2019,1,"Josue Alvarado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Brasil",1989,1,"Fernando Collor de Mello",1989,"30,5","28,52","PRN","PRN",NA,NA,"Friedenberg (2016a)",""
"671","Brasil",1989,1,"Silvio Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Brasil",1994,1,"Walter Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Brasil",2006,1,"Luiz Inacio Lula da Silva",2006,"48,61",NA,"Partido de los Trabajadores","PT","Incumbente",NA,"Friedenberg (2016a)",""
"674","Brasil",2018,1,"Luiz Inacio Lula da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Argentina",2015,1,"Daniel Scioli",2015,"37,08",NA,"Frente para la Victoria","PJ","Incumbent",NA,"Friedenberg (2016a)",""
"676","Peru",2016,1,"Cesar Acuna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Peru",2016,1,"Daniel Urresti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Peru",2016,1,"Renzo Reggiardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Peru",2016,1,"Alfredo Barnechea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Ecuador",2006,1,"Luis Macas Ambuludi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Ecuador",2013,1,"Rafael Correa",2013,"57,17",NA,"ALIANZA PAIS","ALIANZA PAIS","Incumbent",NA,"Friedenberg (2016a)",""
"682","Ecuador",2013,1,"Alberto Acosta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Ecuador",2017,1,"Lenin Moreno",NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Uruguay",2009,1,"Luis Alberto Lacalle Herrera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Uruguay",2009,1,"Jose Mujica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Uruguay",2014,1,"Tabare Vazquez",2014,"47,81",NA,"Frente Amplio (Partido Socialista)",NA,"Incumbent",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231083"
"687","Nicaragua",2006,1,"Daniel Ortega",2006,"38","","FSLN","FSLN","Desafiante","","Friedenberg (2016b)",""
"688","Panama",1994,1,"Mireya Moscoso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Panama",2009,1,"Guillermo Endara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Venezuela",1963,1,"Raul Leoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Venezuela",1998,1,"Irene Saez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Bolivia",1993,1,"Carlos Palenque",NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Bolivia",1997,1,"Hugo Banzer",1997,"22,26","22,3","ADN","ADN","Desafiante","Desafiante","Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231029"
"694","Bolivia",2002,1,"Rene Blattmann",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Bolivia",2002,1,"Nicolas Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Bolivia",2002,1,"Costa Obregon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Bolivia",2002,1,"Rolando Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Bolivia",2002,1,"Johnny Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Bolivia",2005,1,"Evo Morales",2005,"53,72",NA,"MAS-IPSP","MAS","Desafiante",NA,"Friedenberg (2016a)",""
"700","Bolivia",2005,1,"Felipe Quispe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Bolivia",2005,1,"Gildo Angulo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Bolivia",2005,1,"Nestor Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Bolivia",2005,1,"Eliseo Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Bolivia",2014,1,"Evo Morales",2014,"61,36",NA,"MAS-IPSP","MAS","Incumbent",NA,"Friedenberg (2016a)",""
"705","Guatemala",2003,1,"Oscar Berger",2003,"34,3",NA,"PP-MR-PSN GANA","GANA",NA,NA,"Friedenberg (2016b)",""
"706","Guatemala",2011,1,"Mario Estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Guatemala",2019,1,"Zury Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Guatemala",2023,1,"Isaac Farchi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Honduras",2017,1,"Juan Orlando Hernandez",2017,"42,95",NA,"Partido Nacional",NA,"Incumbent",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067"
"710","Honduras",2017,1,"Marlene Alvarenga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Colombia",1986,1,"Virgilio Barco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Colombia",2002,1,"Ingrid Betancourt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Colombia",2006,1,"Alvaro Uribe Velez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Colombia",2018,1,"Jorge Antonio Trujillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Republica Dominicana",2016,1,"Danilo Medina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","El Salvador",1999,1,"Francisco Flores",1999,"51,96","51,96","ARENA","ARENA","Incumbent","Incumbente","Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067"
"717","El Salvador",2019,1,"Nayib Bukele",2019,"53,1",NA,"GANA",NA,"Desafiante","Desafiante","Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231077"
