"","cname","cname_year","version","year","egov_hci","wdi_litrad","undp_hdi","wdi_popurb","wvs_pmi4","wvs_pmi12","ihme_hle_0104t","who_let","wdi_gdpcappppcon2017","wdi_internet","egov_tii","rsf_pfi","wvs_confpr","wvs_conftv","bti_foe","ideavt_presvt","diat_ti","nelda_mbbe","atop_transyr","nelda_fme","p_durable","bmr_demdur","bmr_dem","bmr_dembr","bmr_demtran","gol_pest","p_polity2","ideavt_prescv","chga_demo","vdem_edcomp_thick","vdem_mecorrpt","vdem_partip","vdem_polyarchy","vdem_liberal","vdem_egal","vdem_dl_delib","cses_pc","gol_enep","gol_enep1","gol_enpres","wvs_confpp","nelda_vcdbe","bti_ci","jw_persr","cat_pais"
"300","Chile","Chile 2011","QoGStdTSjan24",2011,0.87883002,96.703010559082,0.81699997,87.132,NA,NA,67.966141,NA,22323.7230847248,52.24960729,0.40013999,NA,NA,NA,10,NA,NA,NA,0,NA,22,22,1,2,0,2,10,NA,NA,0.927,3.905,0.566,0.893,0.958,0.718,0.903,NA,7.32,7.32000107164832,3.06,NA,NA,2,NA,"Chile"
"301","Chile","Chile 2012","QoGStdTSjan24",2012,NA,NA,0.824,87.189,1.9507692,2.5343034,68.105843,NA,23467.9787261648,55.05,NA,NA,2.5116751,2.5753286,NA,NA,NA,NA,0,NA,23,23,1,2,0,2,10,NA,NA,0.927,3.905,0.566,0.893,0.958,0.715,0.902,NA,7.32,7.32000107164832,3.06,1.796146,NA,NA,NA,"Chile"
"302","Chile","Chile 2013","QoGStdTSjan24",2013,0.82359999,96.2670593261719,0.83600003,87.246,NA,NA,68.180313,NA,24011.5910135613,58,0.49395999,NA,NA,NA,9,41.98,NA,0,0,0,24,24,1,2,0,2,10,0,NA,0.924,3.955,0.566,0.895,0.961,0.725,0.887,NA,2.757564,2.757564,3.255575,NA,0,3,NA,"Chile"
"303","Chile","Chile 2014","QoGStdTSjan24",2014,NA,NA,0.84100002,87.303,NA,NA,68.318535,NA,24197.1832800794,61.11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,25,1,2,0,2,10,NA,NA,0.921,3.955,0.581,0.892,0.964,0.741,0.928,NA,2.757564,2.757564,3.255575,NA,NA,NA,NA,"Chile"
"304","Chile","Chile 2015","QoGStdTSjan24",2015,0.81234998,96.8741302490234,0.84600002,87.36,NA,NA,68.386536,79.8,24464.7456624553,76.62959195,0.49704999,NA,NA,NA,9,NA,NA,NA,0,NA,26,26,1,2,0,2,10,NA,NA,0.926,3.863,0.588,0.888,0.96,0.728,0.927,NA,2.757564,2.757564,3.255575,NA,NA,3,NA,"Chile"
"305","Chile","Chile 2016","QoGStdTSjan24",2016,NA,NA,0.85000002,87.422,NA,NA,68.623795,NA,24599.3746330388,83.55858602,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,27,27,1,2,0,2,10,NA,NA,0.926,3.863,0.588,0.888,0.96,0.726,0.926,NA,2.757564,2.757564,3.255575,NA,NA,NA,NA,"Chile"
"306","Chile","Chile 2017","QoGStdTSjan24",2017,0.83389997,96.4022827148438,0.85299999,87.49,NA,NA,68.599823,NA,24546.9124208604,82.32748693,0.5377,NA,NA,NA,10,46.7,NA,0,0,0,28,28,1,2,0,NA,10,0,NA,0.925,3.863,0.586,0.891,0.961,0.726,0.906,0.13739669,NA,NA,NA,NA,0,3,NA,"Chile"
"307","Chile","Chile 2018","QoGStdTSjan24",2018,NA,NA,0.85600001,87.564,1.8255204,2.2762828,68.630524,NA,25071.9900691942,84.9,NA,NA,2.3590894,2.5692894,NA,NA,NA,NA,0,NA,29,29,1,2,0,NA,10,NA,NA,0.915,3.95,0.588,0.87,0.938,0.716,0.899,NA,NA,NA,NA,1.7129323,NA,NA,NA,"Chile"
"308","Chile","Chile 2019","QoGStdTSjan24",2019,0.86430001,NA,0.861,87.643,NA,NA,68.651024,80.7,24809.8609735995,85.01758384,0.76059997,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,30,1,2,0,NA,NA,NA,NA,0.905,3.673,0.612,0.824,0.938,0.729,0.908,NA,NA,NA,NA,NA,NA,3,NA,"Chile"
"309","Chile","Chile 2020","QoGStdTSjan24",2020,NA,NA,0.852,87.727,NA,NA,NA,NA,22970.5504351843,86.37099516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,2,0,NA,NA,NA,NA,0.893,3.571,0.659,0.832,0.933,0.703,0.897,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"310","Chile","Chile 2021","QoGStdTSjan24",2021,0.88529998,NA,0.85500002,87.817,NA,NA,NA,NA,25412.7520725665,90.19336882,0.7999,NA,NA,NA,10,55.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.894,3.718,0.65,0.836,0.946,0.735,0.946,NA,NA,NA,NA,NA,NA,5,NA,"Chile"
"311","Chile","Chile 2022","QoGStdTSjan24",2022,NA,97.1600036621094,NA,87.912,NA,NA,NA,NA,25886.1213557859,NA,NA,60.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,3.354,0.65,0.811,0.949,0.731,0.959,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"312","Chile","Chile 2023","QoGStdTSjan24",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"313","Colombia","Colombia 1946","QoGStdTSjan24",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16,10,1,0,0,1,5,NA,1,0.303,2.798,0.228,0.266,0.483,0.121,0.122,NA,NA,NA,2.9,NA,0,NA,NA,"Colombia"
"314","Colombia","Colombia 1947","QoGStdTSjan24",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,17,11,1,0,0,1,5,NA,1,0.288,2.798,0.208,0.255,0.483,0.127,0.112,NA,2.01,2.01,2.9,NA,1,NA,NA,"Colombia"
"315","Colombia","Colombia 1948","QoGStdTSjan24",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,1,-1,1,-5,NA,1,0.278,2.798,0.208,0.212,0.456,0.107,0.112,NA,2.01,2.01,2.9,NA,NA,NA,NA,"Colombia"
"316","Colombia","Colombia 1949","QoGStdTSjan24",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,2,0,1,0,1,-5,NA,0,0.264,2.798,0.208,0.181,0.222,0.11,0.049,NA,2.01,2.01,2.9,NA,1,NA,NA,"Colombia"
"317","Colombia","Colombia 1950","QoGStdTSjan24",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,0,1,0,1,-5,NA,0,0.198,0.793,0.208,0.145,0.172,0.111,0.049,NA,2.01,2.01,2.9,NA,NA,NA,NA,"Colombia"
"318","Colombia","Colombia 1951","QoGStdTSjan24",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,4,0,1,0,1,-5,NA,0,0.268,0.793,0.208,0.178,0.377,0.111,0.049,NA,2.01,2.01,2.9,NA,0,NA,NA,"Colombia"
"319","Colombia","Colombia 1952","QoGStdTSjan24",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,5,0,1,0,1,-5,NA,0,0.27,0.793,0.208,0.179,0.377,0.111,0.049,NA,2.01,2.01,2.9,NA,NA,NA,NA,"Colombia"
"320","Colombia","Colombia 1953","QoGStdTSjan24",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5,6,0,1,0,1,-5,NA,0,0.186,0.793,0.208,0.135,0.359,0.114,0.039,NA,2.01,2.01,2.9,NA,0,NA,NA,"Colombia"
"321","Colombia","Colombia 1954","QoGStdTSjan24",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,7,0,1,0,NA,-5,NA,0,0.12,0.793,0.189,0.102,0.349,0.115,0.034,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia"
"322","Colombia","Colombia 1955","QoGStdTSjan24",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,8,0,1,0,NA,-5,NA,0,0.12,0.793,0.189,0.102,0.352,0.115,0.034,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia"
"323","Colombia","Colombia 1956","QoGStdTSjan24",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,9,0,1,0,NA,-5,NA,0,0.12,0.793,0.189,0.102,0.352,0.115,0.034,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia"
"324","Colombia","Colombia 1957","QoGStdTSjan24",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10,0,1,0,NA,7,NA,0,0.122,0.793,0.222,0.104,0.365,0.115,0.034,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia"
"325","Colombia","Colombia 1958","QoGStdTSjan24",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,7,NA,1,0.286,0.793,0.211,0.232,0.513,0.115,0.087,NA,2.43,2.43,1.47,NA,0,NA,NA,"Colombia"
"326","Colombia","Colombia 1959","QoGStdTSjan24",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,1,1,0,1,7,NA,1,0.424,2.533,0.252,0.342,0.58,0.169,0.288,NA,2.43,2.43,1.47,NA,NA,NA,NA,"Colombia"
"327","Colombia","Colombia 1960","QoGStdTSjan24",1960,NA,NA,NA,46.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,1,1,0,1,7,NA,1,0.438,2.533,0.251,0.352,0.582,0.169,0.288,NA,3.44,3.44,1.47,NA,0,NA,NA,"Colombia"
"328","Colombia","Colombia 1961","QoGStdTSjan24",1961,NA,NA,NA,47.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,4,1,1,0,1,7,NA,1,0.442,2.533,0.251,0.359,0.582,0.17,0.288,NA,3.44,3.44,1.47,NA,NA,NA,NA,"Colombia"
"329","Colombia","Colombia 1962","QoGStdTSjan24",1962,NA,NA,NA,49.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,5,1,1,0,1,7,NA,1,0.443,2.533,0.251,0.36,0.582,0.17,0.279,NA,3.96,3.96,2.18,NA,0,NA,NA,"Colombia"
"330","Colombia","Colombia 1963","QoGStdTSjan24",1963,NA,NA,NA,50.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,6,1,1,0,1,7,NA,1,0.443,2.533,0.251,0.36,0.582,0.17,0.279,NA,3.96,3.96,2.18,NA,NA,NA,NA,"Colombia"
"331","Colombia","Colombia 1964","QoGStdTSjan24",1964,NA,NA,NA,52.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,7,1,1,0,1,7,NA,1,0.445,2.533,0.251,0.361,0.582,0.17,0.279,NA,3.76,3.76,2.18,NA,0,NA,NA,"Colombia"
"332","Colombia","Colombia 1965","QoGStdTSjan24",1965,NA,NA,NA,52.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,8,1,1,0,1,7,NA,1,0.445,2.533,0.251,0.361,0.582,0.17,0.279,NA,3.76,3.76,2.18,NA,NA,NA,NA,"Colombia"
"333","Colombia","Colombia 1966","QoGStdTSjan24",1966,NA,NA,NA,53.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,9,1,1,0,1,7,NA,1,0.446,2.533,0.251,0.362,0.582,0.17,0.305,NA,4.45,4.45,1.68,NA,0,NA,NA,"Colombia"
"334","Colombia","Colombia 1967","QoGStdTSjan24",1967,NA,NA,NA,54.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,10,1,1,0,1,7,NA,1,0.446,2.533,0.251,0.363,0.582,0.17,0.305,NA,4.45,4.45,1.68,NA,NA,NA,NA,"Colombia"
"335","Colombia","Colombia 1968","QoGStdTSjan24",1968,NA,NA,NA,55.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11,11,1,1,0,1,7,NA,1,0.444,2.533,0.251,0.361,0.58,0.17,0.305,NA,4.12,4.12,1.68,NA,0,NA,NA,"Colombia"
"336","Colombia","Colombia 1969","QoGStdTSjan24",1969,NA,NA,NA,55.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,12,1,1,0,1,7,NA,1,0.444,2.533,0.251,0.36,0.58,0.17,0.305,NA,4.12,4.12,1.68,NA,NA,NA,NA,"Colombia"
"337","Colombia","Colombia 1970","QoGStdTSjan24",1970,NA,NA,NA,56.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13,13,1,1,0,1,7,NA,1,0.439,2.533,0.252,0.357,0.584,0.172,0.277,NA,5.88,5.9,2.95,NA,0,NA,NA,"Colombia"
"338","Colombia","Colombia 1971","QoGStdTSjan24",1971,NA,NA,NA,57.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14,14,1,1,0,1,7,NA,1,0.455,2.533,0.252,0.373,0.584,0.206,0.277,NA,5.88,5.9,2.95,NA,NA,NA,NA,"Colombia"
"339","Colombia","Colombia 1972","QoGStdTSjan24",1972,NA,NA,NA,58.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,15,1,1,0,1,7,NA,1,0.455,2.533,0.252,0.378,0.584,0.206,0.277,NA,5.88,5.9,2.95,NA,NA,NA,NA,"Colombia"
"340","Colombia","Colombia 1973","QoGStdTSjan24",1973,NA,NA,NA,58.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,16,1,1,0,1,7,NA,1,0.455,2.533,0.252,0.378,0.587,0.206,0.277,NA,5.88,5.9,2.95,NA,NA,NA,NA,"Colombia"
"341","Colombia","Colombia 1974","QoGStdTSjan24",1974,NA,NA,NA,59.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17,17,1,1,0,1,8,NA,1,0.515,2.533,0.252,0.423,0.572,0.206,0.307,NA,2.37,2.37,2.35,NA,0,NA,NA,"Colombia"
"342","Colombia","Colombia 1975","QoGStdTSjan24",1975,NA,NA,NA,60.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,18,1,1,0,1,8,NA,1,0.553,2.533,0.256,0.455,0.593,0.207,0.528,NA,2.37,2.37,2.35,NA,NA,NA,NA,"Colombia"
"343","Colombia","Colombia 1976","QoGStdTSjan24",1976,NA,NA,NA,61.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,19,1,1,0,1,8,NA,1,0.553,2.533,0.264,0.455,0.602,0.207,0.528,NA,2.37,2.37,2.35,NA,NA,NA,NA,"Colombia"
"344","Colombia","Colombia 1977","QoGStdTSjan24",1977,NA,NA,NA,61.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,20,1,1,0,1,8,NA,1,0.554,2.533,0.264,0.457,0.602,0.207,0.528,NA,2.37,2.37,2.35,NA,NA,NA,NA,"Colombia"
"345","Colombia","Colombia 1978","QoGStdTSjan24",1978,NA,NA,NA,62.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,21,21,1,1,0,1,8,NA,1,0.546,2.533,0.259,0.425,0.574,0.196,0.202,NA,2.17,2.17,2.16,NA,3,NA,NA,"Colombia"
"346","Colombia","Colombia 1979","QoGStdTSjan24",1979,NA,NA,NA,63.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,22,1,1,0,1,8,NA,1,0.551,2.533,0.259,0.408,0.568,0.196,0.202,NA,2.17,2.17,2.16,NA,NA,NA,NA,"Colombia"
"347","Colombia","Colombia 1980","QoGStdTSjan24",1980,NA,NA,NA,63.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,0,NA,23,23,1,1,0,1,8,NA,1,0.557,2.934,0.28,0.411,0.568,0.197,0.202,NA,2.17,2.17,2.16,NA,NA,NA,NA,"Colombia"
"348","Colombia","Colombia 1981","QoGStdTSjan24",1981,NA,NA,NA,64.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,0,NA,24,24,1,1,0,1,8,NA,1,0.557,2.934,0.28,0.411,0.568,0.197,0.202,NA,2.17,2.17,2.16,NA,NA,NA,NA,"Colombia"
"349","Colombia","Colombia 1982","QoGStdTSjan24",1982,NA,NA,NA,65.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,0,0,25,25,1,1,0,1,8,NA,1,0.555,2.934,0.28,0.414,0.585,0.206,0.429,NA,2.08,2.08,2.5,NA,3,NA,NA,"Colombia"
"350","Colombia","Colombia 1983","QoGStdTSjan24",1983,NA,NA,NA,65.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,0,NA,26,26,1,1,0,1,8,NA,1,0.566,2.323,0.28,0.47,0.606,0.179,0.429,NA,2.08,2.08,2.5,NA,NA,NA,NA,"Colombia"
"351","Colombia","Colombia 1984","QoGStdTSjan24",1984,NA,NA,NA,66.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0,NA,27,27,1,1,0,1,8,NA,1,0.555,2.323,0.28,0.461,0.62,0.174,0.429,NA,2.08,2.08,2.5,NA,NA,NA,NA,"Colombia"
"352","Colombia","Colombia 1985","QoGStdTSjan24",1985,NA,NA,NA,67.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0,NA,28,28,1,1,0,1,8,NA,1,0.555,2.323,0.285,0.461,0.62,0.174,0.429,NA,2.08,2.08,2.5,NA,NA,NA,NA,"Colombia"
"353","Colombia","Colombia 1986","QoGStdTSjan24",1986,NA,NA,NA,67.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,0,0,29,29,1,1,0,1,8,NA,1,0.55,2.323,0.291,0.454,0.611,0.181,0.433,NA,2.66,2.685,2.1,NA,1,NA,NA,"Colombia"
"354","Colombia","Colombia 1987","QoGStdTSjan24",1987,NA,NA,NA,68.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0,NA,30,30,1,1,0,1,8,NA,1,0.55,2.323,0.291,0.451,0.607,0.184,0.642,NA,2.66,2.685,2.1,NA,NA,NA,NA,"Colombia"
"355","Colombia","Colombia 1988","QoGStdTSjan24",1988,NA,NA,NA,68.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,0,NA,31,31,1,1,0,1,8,NA,1,0.55,2.323,0.474,0.448,0.594,0.185,0.642,NA,2.66,2.685,2.1,NA,NA,NA,NA,"Colombia"
"356","Colombia","Colombia 1989","QoGStdTSjan24",1989,NA,NA,NA,69.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0,NA,32,32,1,1,0,1,8,NA,1,0.55,2.323,0.474,0.448,0.594,0.185,0.737,NA,2.66,2.685,2.1,NA,NA,NA,NA,"Colombia"
"357","Colombia","Colombia 1990","QoGStdTSjan24",1990,NA,NA,0.61000001,69.481,NA,NA,63.132282,NA,8434.95933574977,0,NA,NA,NA,NA,NA,NA,55,3,0,0,33,33,1,1,0,1,8,NA,1,0.589,2.323,0.527,0.476,0.599,0.219,0.726,NA,2.2,2.23,3.04,NA,1,NA,NA,"Colombia"
"358","Colombia","Colombia 1991","QoGStdTSjan24",1991,NA,NA,0.61900002,69.949,NA,NA,62.730522,NA,8430.22298936719,0,NA,NA,NA,NA,NA,NA,62,0,0,0,34,34,1,1,0,1,9,NA,1,0.62,2.323,0.647,0.517,0.724,0.394,0.709,NA,3.3,3.33,3.04,NA,1,NA,NA,"Colombia"
"359","Colombia","Colombia 1992","QoGStdTSjan24",1992,NA,NA,0.62800002,70.415,NA,NA,62.816261,NA,8598.99202067966,0,NA,NA,NA,NA,NA,NA,64,NA,0,NA,35,35,1,1,0,1,9,NA,1,0.655,2.323,0.631,0.561,0.741,0.449,0.571,NA,3.3,3.33,3.04,NA,NA,NA,12,"Colombia"
"360","Colombia","Colombia 1993","QoGStdTSjan24",1993,NA,91.0630874633789,0.63499999,70.874,NA,NA,63.217583,NA,8885.18684520919,0,NA,NA,NA,NA,NA,NA,58,NA,0,NA,36,36,1,1,0,1,9,NA,1,0.655,2.323,0.635,0.561,0.743,0.49,0.571,NA,3.3,3.33,3.04,NA,NA,NA,12,"Colombia"
"361","Colombia","Colombia 1994","QoGStdTSjan24",1994,NA,NA,0.63999999,71.328,NA,NA,63.467606,NA,9220.50199339037,0.107173945,NA,NA,NA,NA,NA,NA,67,0,1,0,37,37,1,1,0,2,9,NA,1,0.649,2.323,0.635,0.56,0.743,0.49,0.48,NA,2.64,2.67,2.41,NA,1,NA,12,"Colombia"
"362","Colombia","Colombia 1995","QoGStdTSjan24",1995,NA,NA,0.64499998,71.777,NA,NA,63.823689,NA,9518.26014103111,0.18804679,NA,NA,NA,NA,NA,NA,65,NA,0,NA,38,38,1,1,0,2,7,NA,1,0.649,2.323,0.631,0.562,0.746,0.489,0.525,NA,2.64,2.67,2.41,NA,NA,NA,12,"Colombia"
"363","Colombia","Colombia 1996","QoGStdTSjan24",1996,NA,91.207160949707,0.653,72.223,NA,NA,63.953735,NA,9538.2725510317,0.330017773,NA,NA,NA,NA,NA,NA,61,NA,0,NA,39,39,1,1,0,2,7,NA,1,0.649,2.323,0.627,0.554,0.746,0.489,0.525,NA,2.64,2.67,2.41,NA,NA,NA,12,"Colombia"
"364","Colombia","Colombia 1997","QoGStdTSjan24",1997,NA,NA,0.66000003,72.662,1.9009708,NA,64.506371,NA,9691.02832371513,0.550521023,NA,NA,2.4326956,2.5660059,NA,NA,61,NA,0,NA,40,40,1,1,0,2,7,NA,1,0.649,2.323,0.623,0.554,0.744,0.489,0.525,NA,2.64,2.67,2.41,1.838677,NA,NA,12,"Colombia"
"365","Colombia","Colombia 1998","QoGStdTSjan24",1998,NA,NA,0.66500002,73.098,1.8741722,NA,64.818626,NA,9578.65601184842,1.126225245,NA,NA,2.3164089,2.374958,NA,NA,60,0,0,0,41,41,1,1,0,2,7,NA,1,0.637,2.323,0.62,0.545,0.744,0.498,0.57,NA,3.5,3.9,3.14,1.5751944,1,NA,12,"Colombia"
"366","Colombia","Colombia 1999","QoGStdTSjan24",1999,NA,NA,0.66299999,73.53,NA,NA,64.819794,NA,9023.62123323153,1.697730794,NA,NA,NA,NA,NA,NA,62,NA,0,NA,42,42,1,1,0,2,7,NA,1,0.631,2.323,0.616,0.538,0.744,0.489,0.57,NA,3.5,3.9,3.14,NA,NA,NA,12,"Colombia"
"367","Colombia","Colombia 2000","QoGStdTSjan24",2000,NA,NA,0.66600001,73.957,NA,NA,64.91861,73.7,9138.31891513086,2.207532993,NA,NA,NA,NA,NA,NA,67,NA,0,NA,43,43,1,1,0,2,7,NA,1,0.631,2.323,0.612,0.547,0.744,0.451,0.57,NA,3.5,3.9,3.14,NA,NA,NA,12,"Colombia"
"368","Colombia","Colombia 2001","QoGStdTSjan24",2001,NA,NA,0.667,74.379,NA,NA,65.021248,NA,9146.4048517545,2.854199971,NA,NA,NA,NA,NA,NA,60,NA,0,NA,44,44,1,1,0,2,7,NA,1,0.631,2.323,0.608,0.545,0.744,0.451,0.57,NA,3.5,3.9,3.14,NA,NA,NA,12,"Colombia"
"369","Colombia","Colombia 2002","QoGStdTSjan24",2002,0.85000002,NA,0.67000002,74.797,NA,NA,64.217247,NA,9232.62739498326,4.6,0.11774,NA,NA,NA,NA,46.45,57,0,0,0,45,45,1,1,0,2,7,0,1,0.633,2.323,0.604,0.539,0.744,0.443,0.544,NA,5.4,8.63911606481599,2.57,NA,0,NA,12,"Colombia"
"370","Colombia","Colombia 2003","QoGStdTSjan24",2003,0.85000002,NA,0.67699999,75.211,NA,NA,65.629181,NA,9453.32855577981,7.388923711,0.10943,NA,NA,NA,NA,NA,61,NA,0,NA,46,46,1,1,0,2,7,NA,1,0.641,3.177,0.624,0.535,0.761,0.445,0.525,NA,5.4,8.63911606481599,2.57,NA,NA,NA,12,"Colombia"
"371","Colombia","Colombia 2004","QoGStdTSjan24",2004,0.83999997,92.8037796020508,0.68300003,75.62,NA,NA,65.972549,NA,9816.27758830756,9.118690303,0.11096,NA,NA,NA,NA,NA,61,NA,0,NA,47,47,1,1,0,2,7,NA,1,0.641,3.177,0.624,0.538,0.761,0.445,0.525,NA,5.4,8.63911606481599,2.57,NA,NA,NA,12,"Colombia"
"372","Colombia","Colombia 2005","QoGStdTSjan24",2005,NA,92.8486633300781,0.69599998,76.024,1.9875904,NA,66.651367,NA,10150.7079222393,11.00726389,NA,NA,2.3237555,2.4103587,5,NA,61,NA,0,NA,48,48,1,1,0,2,7,NA,1,0.641,3.177,0.624,0.541,0.765,0.445,0.597,NA,5.4,8.63911606481599,2.57,1.7907991,NA,9,12,"Colombia"
"373","Colombia","Colombia 2006","QoGStdTSjan24",2006,NA,92.2996826171875,0.69800001,76.423,NA,NA,66.816711,NA,10692.7276529183,15.34167454,NA,NA,NA,NA,NA,45.11,66,0,0,0,49,49,1,1,0,2,7,0,1,0.665,3.177,0.626,0.563,0.768,0.449,0.597,NA,8.58,8.76615407698557,2.23,NA,0,NA,NA,"Colombia"
"374","Colombia","Colombia 2007","QoGStdTSjan24",2007,0.86918002,92.6517868041992,0.70999998,76.816,NA,NA,67.296211,NA,11272.5779798286,21.8,0.17007001,NA,NA,NA,6,NA,66,NA,0,NA,50,50,1,1,0,2,7,NA,1,0.674,3.177,0.626,0.575,0.77,0.449,0.597,NA,8.58,8.76615407698557,2.23,NA,NA,7,NA,"Colombia"
"375","Colombia","Colombia 2008","QoGStdTSjan24",2008,NA,93.3781814575195,0.71600002,77.204,NA,NA,67.509331,NA,11507.5258254891,25.6,NA,NA,NA,NA,NA,NA,67,NA,0,NA,51,51,1,1,0,2,7,NA,1,0.681,3.177,0.619,0.577,0.77,0.45,0.59,NA,8.58,8.76615407698557,2.23,NA,NA,NA,NA,"Colombia"
"376","Colombia","Colombia 2009","QoGStdTSjan24",2009,0.88129997,93.2446899414062,0.722,77.587,NA,NA,67.481453,NA,11507.7171127214,30,0.2421,NA,NA,NA,6,NA,67,NA,0,NA,52,52,1,1,0,2,7,NA,NA,0.681,3.177,0.613,0.58,0.772,0.45,0.59,NA,8.58,8.76615407698557,2.23,NA,NA,8,NA,"Colombia"
