"","cname","cname_year","version","year","egov_hci","wdi_litrad","undp_hdi","wdi_popurb","wvs_pmi4","wvs_pmi12","ihme_hle_0104t","who_let","wdi_gdpcappppcon2017","wdi_internet","egov_tii","rsf_pfi","wvs_confpr","wvs_conftv","bti_foe","ideavt_presvt","diat_ti","nelda_mbbe","atop_transyr","nelda_fme","p_durable","bmr_demdur","bmr_dem","bmr_dembr","bmr_demtran","gol_pest","p_polity2","ideavt_prescv","chga_demo","vdem_edcomp_thick","vdem_mecorrpt","vdem_partip","vdem_polyarchy","vdem_liberal","vdem_egal","vdem_dl_delib","cses_pc","gol_enep","gol_enep1","gol_enpres","wvs_confpp","nelda_vcdbe","bti_ci","jw_persr","cat_pais"
"223","Brazil","Brazil 2012","QoGStdTSjan24",2012,NA,91.3378524780273,0.73199999,84.923,NA,NA,64.48941,NA,15425.3529285957,48.56,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,27,28,1,1,0,2,8,NA,NA,0.918,3.25,0.681,0.872,0.896,0.653,0.931,NA,11.26,11.2622193006489,2.75,NA,NA,NA,NA,"Brasil"
"224","Brazil","Brazil 2013","QoGStdTSjan24",2013,0.73720002,91.4842376708984,0.75,85.209,NA,NA,64.600143,NA,15751.4844481235,51.04,0.46680999,NA,NA,NA,8,NA,NA,NA,0,NA,28,29,1,1,0,2,8,NA,NA,0.919,3.365,0.661,0.877,0.903,0.639,0.938,NA,11.26,11.2622193006489,2.75,NA,NA,3,NA,"Brasil"
"225","Brazil","Brazil 2014","QoGStdTSjan24",2014,NA,91.7294311523438,0.75400001,85.492,1.798678,2.0639226,64.749565,NA,15695.6431041785,54.55100188,NA,NA,2.2754276,2.1656523,NA,78.9,NA,0,0,0,29,30,1,1,0,2,8,1,NA,0.917,3.365,0.654,0.876,0.9,0.632,0.934,0.27257183,14.13547,14.13547,3.021264,1.5799335,0,NA,NA,"Brasil"
"226","Brazil","Brazil 2015","QoGStdTSjan24",2015,0.67866999,92.0478973388672,0.75300002,85.77,NA,NA,64.847221,75.1,15011.5771943529,58.32795173,0.5025,NA,NA,NA,8,NA,NA,NA,0,NA,30,31,1,1,0,2,8,NA,NA,0.91,3.365,0.648,0.869,0.898,0.642,0.93,NA,14.13547,14.13547,3.021264,NA,NA,3,NA,"Brasil"
"227","Brazil","Brazil 2016","QoGStdTSjan24",2016,NA,92.8084411621094,0.755,86.042,NA,NA,64.798744,NA,14402.4940082453,60.87254007,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,32,1,1,0,2,8,NA,NA,0.887,2.937,0.602,0.774,0.833,0.528,0.625,NA,14.13547,14.13547,3.021264,NA,NA,NA,NA,"Brasil"
"228","Brazil","Brazil 2017","QoGStdTSjan24",2017,0.7525,93.0758209228516,0.759,86.309,NA,NA,65.042892,NA,14477.86176806,67.47128452,0.52200001,NA,NA,NA,8,NA,NA,NA,0,NA,32,33,1,1,0,NA,8,NA,NA,0.881,2.972,0.576,0.771,0.822,0.504,0.644,NA,NA,NA,NA,NA,NA,5,NA,"Brasil"
"229","Brazil","Brazil 2018","QoGStdTSjan24",2018,NA,93.2275009155273,0.764,86.569,1.8057048,2.1672843,65.231606,NA,14619.5911298271,70.43428254,NA,NA,2.1066732,2.0356181,NA,79.67,NA,0,0,0,33,34,1,1,0,NA,8,1,NA,0.859,2.929,0.56,0.742,0.803,0.458,0.533,0.15975855,NA,NA,NA,1.4696647,0,NA,NA,"Brasil"
"230","Brazil","Brazil 2019","QoGStdTSjan24",2019,0.78030002,NA,0.76599997,86.824,NA,NA,65.418098,75.9,14685.1278924674,73.91243991,0.65219998,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,35,1,1,0,NA,NA,NA,NA,0.829,2.929,0.551,0.689,0.739,0.391,0.511,NA,NA,NA,NA,NA,NA,5,NA,"Brasil"
"231","Brazil","Brazil 2020","QoGStdTSjan24",2020,NA,NA,0.75800002,87.073,NA,NA,NA,NA,14109.7639690445,81.34269353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,0,NA,NA,NA,NA,0.846,2.916,0.572,0.687,0.733,0.371,0.48,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"232","Brazil","Brazil 2021","QoGStdTSjan24",2021,0.79530001,NA,0.75400001,87.317,NA,NA,NA,NA,14735.5817830152,80.68989314,0.6814,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834,2.916,0.561,0.667,0.753,0.365,0.549,NA,NA,NA,NA,NA,NA,5,NA,"Brasil"
"233","Brazil","Brazil 2022","QoGStdTSjan24",2022,NA,94.6900024414062,NA,87.555,NA,NA,NA,NA,15093.4651170661,80.52775094,NA,55.36,NA,NA,NA,79.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.844,2.713,0.561,0.678,0.751,0.367,0.606,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"234","Brazil","Brazil 2023","QoGStdTSjan24",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"235","Chile","Chile 1946","QoGStdTSjan24",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.93,NA,0,0,0,11,15,1,1,0,3,2,1,1,0.425,2.967,0.402,0.368,0.642,0.278,0.67,NA,NA,NA,1.97,NA,0,NA,NA,"Chile"
"236","Chile","Chile 1947","QoGStdTSjan24",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,16,1,1,0,3,2,NA,1,0.425,2.967,0.402,0.366,0.629,0.278,0.6,NA,NA,NA,1.97,NA,NA,NA,NA,"Chile"
"237","Chile","Chile 1948","QoGStdTSjan24",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,17,1,1,0,3,2,NA,1,0.422,2.967,0.402,0.363,0.639,0.278,0.59,NA,NA,NA,1.97,NA,NA,NA,NA,"Chile"
"238","Chile","Chile 1949","QoGStdTSjan24",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14,18,1,1,0,3,2,NA,1,0.397,2.967,0.403,0.346,0.632,0.295,0.571,NA,7.05,7.05,1.97,NA,0,NA,NA,"Chile"
"239","Chile","Chile 1950","QoGStdTSjan24",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,19,1,1,0,3,2,NA,1,0.493,2.967,0.403,0.422,0.624,0.295,0.609,NA,7.05,7.05,1.97,NA,NA,NA,NA,"Chile"
"240","Chile","Chile 1951","QoGStdTSjan24",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,20,1,1,0,3,2,NA,1,0.493,2.967,0.403,0.422,0.631,0.295,0.609,NA,7.05,7.05,1.97,NA,NA,NA,NA,"Chile"
"241","Chile","Chile 1952","QoGStdTSjan24",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.61,NA,0,0,0,17,21,1,1,0,3,2,1,1,0.493,2.967,0.403,0.418,0.625,0.295,0.572,NA,7.05,7.05,2.95,NA,0,NA,NA,"Chile"
"242","Chile","Chile 1953","QoGStdTSjan24",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18,22,1,1,0,3,2,NA,1,0.497,2.967,0.403,0.421,0.628,0.29,0.552,NA,11.56,11.88,2.95,NA,0,NA,NA,"Chile"
"243","Chile","Chile 1954","QoGStdTSjan24",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,23,1,1,0,3,2,NA,1,0.496,2.967,0.403,0.421,0.628,0.29,0.552,NA,11.56,11.88,2.95,NA,NA,NA,NA,"Chile"
"244","Chile","Chile 1955","QoGStdTSjan24",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,24,1,1,0,3,2,NA,1,0.496,2.967,0.403,0.421,0.628,0.294,0.552,NA,11.56,11.88,2.95,NA,NA,NA,NA,"Chile"
"245","Chile","Chile 1956","QoGStdTSjan24",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,25,1,1,0,3,2,NA,1,0.496,2.967,0.403,0.421,0.628,0.29,0.552,NA,11.56,11.88,2.95,NA,NA,NA,NA,"Chile"
"246","Chile","Chile 1957","QoGStdTSjan24",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,22,26,1,1,0,3,2,NA,1,0.5,2.967,0.403,0.426,0.628,0.29,0.552,NA,8.59,8.62,2.95,NA,0,NA,NA,"Chile"
"247","Chile","Chile 1958","QoGStdTSjan24",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,0,0,0,0,27,1,1,0,3,5,1,1,0.536,2.967,0.403,0.458,0.639,0.295,0.656,NA,8.59,8.62,3.97,NA,0,NA,NA,"Chile"
"248","Chile","Chile 1959","QoGStdTSjan24",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,28,1,1,0,3,5,NA,1,0.601,2.967,0.409,0.523,0.682,0.295,0.654,NA,8.59,8.62,3.97,NA,NA,NA,NA,"Chile"
"249","Chile","Chile 1960","QoGStdTSjan24",1960,NA,NA,NA,67.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,29,1,1,0,3,5,NA,1,0.623,3.193,0.409,0.541,0.697,0.295,0.642,NA,8.59,8.62,3.97,NA,NA,NA,NA,"Chile"
"250","Chile","Chile 1961","QoGStdTSjan24",1961,NA,NA,NA,68.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,30,1,1,0,3,5,NA,1,0.632,3.193,0.409,0.551,0.697,0.33,0.642,NA,6.44,6.44,3.97,NA,0,NA,NA,"Chile"
"251","Chile","Chile 1962","QoGStdTSjan24",1962,NA,NA,NA,69.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,31,1,1,0,3,5,NA,1,0.634,3.193,0.409,0.553,0.697,0.331,0.654,NA,6.44,6.44,3.97,NA,NA,NA,NA,"Chile"
"252","Chile","Chile 1963","QoGStdTSjan24",1963,NA,NA,NA,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,32,1,1,0,3,5,NA,1,0.634,3.193,0.409,0.561,0.702,0.326,0.668,NA,6.44,6.44,3.97,NA,NA,NA,NA,"Chile"
"253","Chile","Chile 1964","QoGStdTSjan24",1964,NA,NA,NA,70.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.81,NA,0,0,0,6,33,1,1,0,3,6,1,1,0.652,3.193,0.46,0.593,0.711,0.347,0.792,NA,6.44,6.44,2.14,NA,0,NA,NA,"Chile"
"254","Chile","Chile 1965","QoGStdTSjan24",1965,NA,NA,NA,71.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,34,1,1,0,3,6,NA,1,0.657,3.193,0.476,0.597,0.711,0.378,0.84,NA,4.06,4.06,2.14,NA,0,NA,NA,"Chile"
"255","Chile","Chile 1966","QoGStdTSjan24",1966,NA,NA,NA,72.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,35,1,1,0,3,6,NA,1,0.657,3.193,0.476,0.597,0.715,0.378,0.832,NA,4.06,4.06,2.14,NA,NA,NA,NA,"Chile"
"256","Chile","Chile 1967","QoGStdTSjan24",1967,NA,NA,NA,73.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,36,1,1,0,3,6,NA,1,0.657,3.193,0.476,0.597,0.718,0.378,0.838,NA,4.06,4.06,2.14,NA,NA,NA,NA,"Chile"
"257","Chile","Chile 1968","QoGStdTSjan24",1968,NA,NA,NA,73.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,37,1,1,0,3,6,NA,1,0.657,3.193,0.476,0.597,0.728,0.378,0.839,NA,4.06,4.06,2.14,NA,NA,NA,NA,"Chile"
"258","Chile","Chile 1969","QoGStdTSjan24",1969,NA,NA,NA,74.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,38,1,1,0,3,6,NA,1,0.655,3.193,0.476,0.595,0.725,0.378,0.833,NA,4.92,4.92,2.14,NA,0,NA,NA,"Chile"
"259","Chile","Chile 1970","QoGStdTSjan24",1970,NA,NA,NA,75.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.47,NA,1,0,0,12,39,1,1,0,3,6,1,1,0.661,3.193,0.489,0.612,0.731,0.475,0.817,NA,4.92,4.92,2.96,NA,0,NA,NA,"Chile"
"260","Chile","Chile 1971","QoGStdTSjan24",1971,NA,NA,NA,75.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,40,1,1,0,3,6,NA,1,0.799,3.193,0.489,0.712,0.731,0.461,0.799,NA,4.92,4.92,2.96,NA,NA,NA,NA,"Chile"
"261","Chile","Chile 1972","QoGStdTSjan24",1972,NA,NA,NA,76.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14,41,1,1,0,3,6,NA,1,0.799,3.193,0.481,0.697,0.731,0.449,0.77,NA,4.92,4.92,2.96,NA,NA,NA,NA,"Chile"
"262","Chile","Chile 1973","QoGStdTSjan24",1973,NA,NA,NA,77.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,-1,3,-7,NA,0,0.542,2.137,0.21,0.31,0.44,0.328,0.342,NA,5.3,5.3,2.96,NA,0,NA,NA,"Chile"
"263","Chile","Chile 1974","QoGStdTSjan24",1974,NA,NA,NA,77.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,0,2,0,3,-7,NA,0,0.13,0.418,0.082,0.071,0.108,0.132,0.05,NA,5.3,5.3,2.96,NA,NA,NA,NA,"Chile"
"264","Chile","Chile 1975","QoGStdTSjan24",1975,NA,NA,NA,78.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,0,2,0,3,-7,NA,0,0.13,0.418,0.067,0.071,0.108,0.132,0.042,NA,5.3,5.3,2.96,NA,NA,NA,NA,"Chile"
"265","Chile","Chile 1976","QoGStdTSjan24",1976,NA,NA,NA,78.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,4,0,2,0,3,-7,NA,0,0.13,0.418,0.067,0.071,0.108,0.132,0.042,NA,5.3,5.3,2.96,NA,NA,NA,NA,"Chile"
"266","Chile","Chile 1977","QoGStdTSjan24",1977,NA,NA,NA,79.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,5,0,2,0,3,-7,NA,0,0.131,0.418,0.067,0.072,0.108,0.132,0.042,NA,5.3,5.3,2.96,NA,NA,NA,NA,"Chile"
"267","Chile","Chile 1978","QoGStdTSjan24",1978,NA,NA,NA,80.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,6,0,2,0,NA,-7,NA,0,0.13,0.418,0.1,0.071,0.108,0.132,0.055,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"268","Chile","Chile 1979","QoGStdTSjan24",1979,NA,NA,NA,80.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,7,0,2,0,NA,-7,NA,0,0.131,0.418,0.067,0.073,0.108,0.132,0.049,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"269","Chile","Chile 1980","QoGStdTSjan24",1980,NA,NA,NA,81.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,0,NA,7,8,0,2,0,NA,-7,NA,0,0.131,0.418,0.117,0.074,0.151,0.123,0.067,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"270","Chile","Chile 1981","QoGStdTSjan24",1981,NA,NA,NA,81.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,0,NA,8,9,0,2,0,NA,-7,NA,0,0.131,0.418,0.117,0.074,0.152,0.137,0.058,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"271","Chile","Chile 1982","QoGStdTSjan24",1982,NA,91.1284027099609,NA,82.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,0,NA,9,10,0,2,0,NA,-7,NA,0,0.131,0.418,0.117,0.074,0.157,0.137,0.076,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"272","Chile","Chile 1983","QoGStdTSjan24",1983,NA,NA,NA,82.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,0,NA,10,11,0,2,0,NA,-6,NA,0,0.131,0.418,0.117,0.074,0.162,0.137,0.102,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"273","Chile","Chile 1984","QoGStdTSjan24",1984,NA,NA,NA,82.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,1,NA,11,12,0,2,0,NA,-6,NA,0,0.132,0.418,0.117,0.075,0.166,0.137,0.094,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"274","Chile","Chile 1985","QoGStdTSjan24",1985,NA,NA,NA,82.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,0,NA,12,13,0,2,0,NA,-6,NA,0,0.133,0.418,0.114,0.077,0.174,0.137,0.094,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"275","Chile","Chile 1986","QoGStdTSjan24",1986,NA,NA,NA,82.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,0,NA,13,14,0,2,0,NA,-6,NA,0,0.134,0.418,0.111,0.078,0.175,0.137,0.114,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"276","Chile","Chile 1987","QoGStdTSjan24",1987,NA,NA,NA,82.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,0,NA,14,15,0,2,0,NA,-6,NA,0,0.135,0.418,0.108,0.081,0.186,0.137,0.114,NA,NA,NA,NA,NA,NA,NA,NA,"Chile"
"277","Chile","Chile 1988","QoGStdTSjan24",1988,NA,NA,NA,83.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,0,0,0,16,0,2,0,NA,-1,NA,0,0.164,0.418,0.105,0.112,0.2,0.149,0.138,NA,NA,NA,NA,NA,0,NA,NA,"Chile"
"278","Chile","Chile 1989","QoGStdTSjan24",1989,NA,NA,NA,83.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72,59,0,0,1,0,17,0,2,0,NA,8,1,0,0.177,0.418,0.103,0.135,0.236,0.159,0.219,NA,NA,NA,NA,NA,0,NA,5,"Chile"
"279","Chile","Chile 1990","QoGStdTSjan24",1990,NA,NA,0.70599997,83.271,1.9379791,2.4382584,64.075241,NA,9701.82379080639,0,NA,NA,2.5033333,NA,NA,NA,65,NA,0,NA,1,1,1,2,1,NA,8,NA,1,0.771,3.905,0.382,0.73,0.846,0.508,0.831,NA,NA,NA,NA,2.5739999,NA,NA,5,"Chile"
"280","Chile","Chile 1991","QoGStdTSjan24",1991,NA,NA,0.71499997,83.398,NA,NA,64.569115,NA,10290.0396601385,0,NA,NA,NA,NA,NA,NA,64,NA,0,NA,2,2,1,2,0,NA,8,NA,1,0.877,3.905,0.382,0.824,0.934,0.586,0.873,NA,NA,NA,NA,NA,NA,NA,5,"Chile"
"281","Chile","Chile 1992","QoGStdTSjan24",1992,NA,94.2911376953125,0.72299999,83.564,NA,NA,65.010139,NA,11256.2094833246,0.036548938,NA,NA,NA,NA,NA,NA,63,NA,0,NA,3,3,1,2,0,NA,8,NA,1,0.877,3.905,0.539,0.824,0.934,0.586,0.873,NA,NA,NA,NA,NA,NA,NA,5,"Chile"
"282","Chile","Chile 1993","QoGStdTSjan24",1993,NA,NA,0.71600002,83.896,NA,NA,65.108086,NA,11812.6493788658,0.071783144,NA,NA,NA,NA,NA,90.47,64,0,0,0,4,4,1,2,0,2,8,1,1,0.879,3.905,0.539,0.823,0.934,0.586,0.862,NA,6.55,6.55,2.47,NA,0,NA,5,"Chile"
"283","Chile","Chile 1994","QoGStdTSjan24",1994,NA,NA,0.722,84.223,NA,NA,65.262482,NA,12221.5077027169,0.141084507,NA,NA,NA,NA,NA,NA,64,NA,0,NA,5,5,1,2,0,2,8,NA,1,0.914,3.905,0.539,0.861,0.934,0.586,0.871,NA,6.55,6.55,2.47,NA,NA,NA,5,"Chile"
"284","Chile","Chile 1995","QoGStdTSjan24",1995,NA,NA,0.72799999,84.545,NA,NA,65.273338,NA,13122.9463422861,0.346980781,NA,NA,NA,NA,NA,NA,64,NA,0,NA,6,6,1,2,0,2,8,NA,1,0.914,3.905,0.539,0.861,0.934,0.586,0.893,NA,6.55,6.55,2.47,NA,NA,NA,5,"Chile"
"285","Chile","Chile 1996","QoGStdTSjan24",1996,NA,NA,0.73500001,84.861,1.8743117,2.4631019,65.408714,NA,13825.1561998113,0.68347561,NA,NA,2.4334223,2.5454783,NA,NA,69,NA,0,NA,7,7,1,2,0,2,8,NA,1,0.914,3.905,0.573,0.861,0.936,0.586,0.9,NA,6.55,6.55,2.47,1.9147233,NA,NA,5,"Chile"
"286","Chile","Chile 1997","QoGStdTSjan24",1997,NA,NA,0.74400002,85.172,NA,NA,65.713692,NA,14652.7751930939,1.057092496,NA,NA,NA,NA,NA,NA,70,0,0,0,8,8,1,2,0,2,8,NA,1,0.915,3.905,0.573,0.861,0.936,0.586,0.9,NA,6.95,6.95,2.47,NA,0,NA,5,"Chile"
"287","Chile","Chile 1998","QoGStdTSjan24",1998,NA,NA,0.74900001,85.477,NA,NA,65.907654,NA,15074.5801101413,1.662322022,NA,NA,NA,NA,NA,NA,71,NA,0,NA,9,9,1,2,0,2,8,NA,1,0.917,3.905,0.573,0.863,0.936,0.586,0.915,NA,6.95,6.95,2.47,NA,NA,NA,5,"Chile"
"288","Chile","Chile 1999","QoGStdTSjan24",1999,NA,NA,0.755,85.778,NA,NA,66.061317,NA,14855.3571822158,4.103419297,NA,NA,NA,NA,NA,89.95,71,0,0,0,10,10,1,2,0,2,8,1,1,0.917,3.905,0.573,0.859,0.938,0.586,0.915,0.20103987,6.95,6.95,2.19,NA,0,NA,5,"Chile"
"289","Chile","Chile 2000","QoGStdTSjan24",2000,NA,NA,0.76300001,86.073,1.8867484,2.3145573,66.363731,76.8,15415.7542853766,16.6,NA,NA,2.4153726,2.5217631,NA,90.63,71,0,0,0,11,11,1,2,0,2,9,1,1,0.917,3.905,0.586,0.88,0.937,0.661,0.917,NA,6.95,6.95,2.19,1.963362,0,NA,5,"Chile"
"290","Chile","Chile 2001","QoGStdTSjan24",2001,NA,NA,0.76800001,86.363,NA,NA,66.367096,NA,15725.6011594356,19.1,NA,NA,NA,NA,NA,NA,73,0,0,0,12,12,1,2,0,2,9,NA,1,0.917,3.905,0.586,0.88,0.937,0.661,0.917,NA,6.56,6.57461014637069,2.19,NA,0,NA,5,"Chile"
"291","Chile","Chile 2002","QoGStdTSjan24",2002,0.89999998,95.7166213989258,0.77499998,86.606,NA,NA,66.592468,NA,16053.6546085706,22.1,0.27491999,NA,NA,NA,NA,NA,72,NA,0,NA,13,13,1,2,0,2,9,NA,1,0.916,3.905,0.582,0.881,0.939,0.661,0.92,NA,6.56,6.57461014637069,2.19,NA,NA,NA,5,"Chile"
"292","Chile","Chile 2003","QoGStdTSjan24",2003,0.88999999,NA,0.77899998,86.665,NA,NA,66.6306,NA,16636.6537463516,25.47377889,0.27641001,NA,NA,NA,NA,NA,72,NA,0,NA,14,14,1,2,0,2,9,NA,1,0.916,3.905,0.582,0.881,0.939,0.661,0.916,NA,6.56,6.57461014637069,2.19,NA,NA,NA,5,"Chile"
"293","Chile","Chile 2004","QoGStdTSjan24",2004,0.89999998,NA,0.787,86.725,NA,NA,66.732849,NA,17571.024797895,28.17791012,0.27726001,NA,NA,NA,NA,NA,75,NA,0,NA,15,15,1,2,0,2,9,NA,1,0.916,3.905,0.582,0.881,0.939,0.661,0.927,NA,6.56,6.57461014637069,2.19,NA,NA,NA,5,"Chile"
"294","Chile","Chile 2005","QoGStdTSjan24",2005,NA,NA,0.79500002,86.783,NA,NA,66.962029,NA,18415.7549895934,31.17534703,NA,NA,NA,NA,10,87.67,75,0,0,0,16,16,1,2,0,2,9,1,1,0.917,3.905,0.574,0.88,0.949,0.688,0.923,0.35137457,6.58,6.58175443928105,3.01,NA,0,3,5,"Chile"
"295","Chile","Chile 2006","QoGStdTSjan24",2006,NA,NA,0.796,86.842,1.8264687,2.3053663,67.20919,NA,19339.4876245849,34.49775117,NA,NA,2.340138,2.4127984,NA,87.12,73,0,0,0,17,17,1,2,0,2,10,1,1,0.926,3.905,0.585,0.892,0.95,0.688,0.932,NA,6.58,6.58175443928105,3.01,1.74914,0,NA,NA,"Chile"
"296","Chile","Chile 2007","QoGStdTSjan24",2007,0.91447002,NA,0.801,86.9,NA,NA,67.3955,NA,20140.5296504463,35.9,0.26820999,NA,NA,NA,10,NA,74,NA,0,NA,18,18,1,2,0,2,10,NA,1,0.926,3.905,0.585,0.892,0.954,0.688,0.932,NA,6.58,6.58175443928105,3.01,NA,NA,2,NA,"Chile"
"297","Chile","Chile 2008","QoGStdTSjan24",2008,NA,NA,0.81300002,86.959,NA,NA,67.694519,NA,20695.5625606217,37.3,NA,NA,NA,NA,NA,NA,72,NA,0,NA,19,19,1,2,0,2,10,NA,1,0.926,3.905,0.585,0.892,0.953,0.688,0.932,NA,6.58,6.58175443928105,3.01,NA,NA,NA,NA,"Chile"
"298","Chile","Chile 2009","QoGStdTSjan24",2009,0.92325997,NA,0.81099999,87.017,NA,NA,67.690765,NA,20255.0987836444,41.56,0.27109,NA,NA,NA,10,87.68,73,0,0,0,20,20,1,2,0,2,10,1,NA,0.925,3.905,0.585,0.889,0.953,0.688,0.932,0.26248941,7.32,7.32000107164832,3.06,NA,0,2,NA,"Chile"
"299","Chile","Chile 2010","QoGStdTSjan24",2010,NA,NA,0.81300002,87.074,NA,NA,67.68045,78.5,21225.1038566237,45,NA,NA,NA,NA,NA,86.94,75,0,0,0,21,21,1,2,0,2,10,1,NA,0.927,3.905,0.566,0.89,0.958,0.713,0.892,NA,7.32,7.32000107164832,3.06,NA,0,NA,NA,"Chile"
