"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","gdpxcapita","source_gdp","gdpxcapita2","source_gdpxcapita2","urbanpop","source_urbanpop","undphdi","source_undphdi","runoff","concelec","source_runoff","source_concelec","compulsoryvoting","source_compulsoryvoting","polar","source_polar","edadregimenppolity","source_edadregimenppolity","edadregimenbmr","source_edadregimenbmr","edadregimenmainw","source_edadregimenmainw","edadregimenfilled","source_edadregimenfilled","democraciappolity","source_democraciappolity","democraciavdemelectoralcomp","source_democraciavdemelectoralcomp","democraciavdempolyarchy","source_vdem_polyarchy","mediaqualitycorruptvdem","source_mediaqualitycorruptvdem","mediaqualityconftvwvs","source_mediaqualityconftvwvs","mediaqualitybiasnelda","source_mediaqualitybiasnelda","mediaqualityfreedombti","source_mediaqualityfreedombti","turnout","source_turnout"
"124","El Salvador",1994,1,0,"El Salvador",2680.10512373688,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2083.97998046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",52.704,"Base Qof wdi_popurb",0.56800002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",6.80999994277954,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",11,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",11,"11",7,"Base Qof p_polity2",0.562,"Base Qof vdem_edcomp_thick",0.478,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",NA,NA,1,"Base Qof nelda_mbbe",NA,NA,46.16,"Base Qof ideavt_presvt"
"125","El Salvador",1994,2,0,"El Salvador",2680.10512373688,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2083.97998046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",52.704,"Base Qof wdi_popurb",0.56800002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",6.80999994277954,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",11,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",11,"11",7,"Base Qof p_polity2",0.562,"Base Qof vdem_edcomp_thick",0.478,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",NA,NA,1,"Base Qof nelda_mbbe",NA,NA,46.16,"Base Qof ideavt_presvt"
"126","El Salvador",1999,1,1,"El Salvador",2941.48305151508,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2591.51000976562,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",58.357,"Base Qof wdi_popurb",0.60900003,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",8.24400043487549,"Mainwaring & Su (2021) - runoff",15,"Base Qof p_durable",16,"Base Qof bmr_demdur",15,"Mainwaring & Su (2021) - age_demo",16,"16",7,"Base Qof p_polity2",0.595,"Base Qof vdem_edcomp_thick",0.508,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",2.5460367,"Base Qof wvs_conftv",1,"Base Qof nelda_mbbe",NA,NA,38.57,"Base Qof ideavt_presvt"
"127","El Salvador",2004,1,0,"El Salvador",3065.41878796182,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2986.63989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.107,"Base Qof wdi_popurb",0.63599998,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",7.20300006866455,"Mainwaring & Su (2021) - runoff",20,"Base Qof p_durable",21,"Base Qof bmr_demdur",20,"Mainwaring & Su (2021) - age_demo",21,"21",7,"Base Qof p_polity2",0.625,"Base Qof vdem_edcomp_thick",0.545,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",66.16,"Base Qof ideavt_presvt"
"128","El Salvador",2009,1,0,"El Salvador",3314.29850047727,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3212.05004882812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.57,"Base Qof wdi_popurb",0.653,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",8.25,"Mainwaring & Su (2021) - runoff",25,"Base Qof p_durable",26,"Base Qof bmr_demdur",25,"Mainwaring & Su (2021) - age_demo",26,"26",8,"Base Qof p_polity2",0.667,"Base Qof vdem_edcomp_thick",0.601,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",7,"Base Qof bti_foe",61.91,"Base Qof ideavt_presvt"
"129","El Salvador",2014,1,1,"El Salvador",3686.09556191783,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3442.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.874,"Base Qof wdi_popurb",0.66600001,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",7.98699998855591,"Mainwaring & Su (2021) - runoff",30,"Base Qof p_durable",31,"Base Qof bmr_demdur",30,"Mainwaring & Su (2021) - age_demo",31,"31",8,"Base Qof p_polity2",0.742,"Base Qof vdem_edcomp_thick",0.671,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",60.17,"Base Qof ideavt_presvt"
"130","El Salvador",2014,2,0,"El Salvador",3686.09556191783,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3442.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.874,"Base Qof wdi_popurb",0.66600001,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",7.98699998855591,"Mainwaring & Su (2021) - runoff",30,"Base Qof p_durable",31,"Base Qof bmr_demdur",30,"Mainwaring & Su (2021) - age_demo",31,"31",8,"Base Qof p_polity2",0.742,"Base Qof vdem_edcomp_thick",0.671,"Base Qof vdem_polyarchy",2.75,"Base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",60.17,"Base Qof ideavt_presvt"
"131","El Salvador",2019,1,1,"El Salvador",4104.91789162688,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",72.746,"Base Qof wdi_popurb",0.68300003,"Base Qof undp_hdi",NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,NA,NA,36,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",36,"36",8,"Proyectado. Último valor disponible base Qof p_polity2",0.745,"Base Qof vdem_edcomp_thick",0.626,"Base Qof vdem_polyarchy",2.853,"Base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Base Qof bti_foe",51.88,"Base Qof ideavt_presvt"
"132","El Salvador",2024,1,0,"El Salvador",NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",74.767,"Proyectado. Último valor disponible base Qof wdi_popurb",0.67500001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",41,"41",8,"Proyectado. Último valor disponible base Qof p_polity2",0.542,"Proyectado. Último valor disponible base Qof vdem_edcomp_thick",0.378,"Proyectado. Último valor disponible base Qof vdem_polyarchy",2.02,"Proyectado. Último valor disponible base Qof vdem_mecorrpt",2.5460367,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",NA,NA
"133","Guatemala",1966,1,0,"Guatemala",2125.37920800995,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",34.298,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",3,"Base Qof p_polity2",0.185,"Base Qof vdem_edcomp_thick",0.129,"Base Qof vdem_polyarchy",0.112,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,56.27,"Base Qof ideavt_presvt"
"134","Guatemala",1970,1,0,"Guatemala",2398.71859403601,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",35.545,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,4,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",1,"Base Qof p_polity2",0.291,"Base Qof vdem_edcomp_thick",0.177,"Base Qof vdem_polyarchy",0.112,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,53.82,"Base Qof ideavt_presvt"
"135","Guatemala",1974,1,0,"Guatemala",2810.10782034552,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",36.809,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",5,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",5,"5",-3,"Base Qof p_polity2",0.288,"Base Qof vdem_edcomp_thick",0.174,"Base Qof vdem_polyarchy",0.112,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,46.41,"Base Qof ideavt_presvt"
"136","Guatemala",1978,1,0,"Guatemala",3181.28137072798,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",38.081,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,4,"Base Qof p_durable",9,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",9,"9",-5,"Base Qof p_polity2",0.284,"Base Qof vdem_edcomp_thick",0.167,"Base Qof vdem_polyarchy",0.112,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,36.52,"Base Qof ideavt_presvt"
"137","Guatemala",1982,1,0,"Guatemala",3032.22777387798,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",39.37,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,8,"Base Qof p_durable",13,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",13,"13",-7,"Base Qof p_polity2",0.176,"Base Qof vdem_edcomp_thick",0.11,"Base Qof vdem_polyarchy",0.341,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,45.83,"Base Qof ideavt_presvt"
"138","Guatemala",1985,1,0,"Guatemala",2718.25175317771,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",40.347,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",16,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",16,"16",-1,"Base Qof p_polity2",0.183,"Base Qof vdem_edcomp_thick",0.151,"Base Qof vdem_polyarchy",0.676,"Base Qof vdem_mecorrpt",NA,NA,3,"Proyectado. Último valor disponible base Qof nelda_mbbe",NA,NA,60.21,"Base Qof ideavt_presvt"
"139","Guatemala",1985,2,0,"Guatemala",2718.25175317771,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",40.347,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",16,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",16,"16",-1,"Base Qof p_polity2",0.183,"Base Qof vdem_edcomp_thick",0.151,"Base Qof vdem_polyarchy",0.676,"Base Qof vdem_mecorrpt",NA,NA,3,"Proyectado. Último valor disponible base Qof nelda_mbbe",NA,NA,60.21,"Base Qof ideavt_presvt"
"140","Guatemala",1991,1,0,"Guatemala",2733.86123825795,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2090.34008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",41.992,"Base Qof wdi_popurb",0.484,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.14100003242493,"Mainwaring & Su (2021) - runoff",4,"Base Qof p_durable",5,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",5,"5",3,"Base Qof p_polity2",0.509,"Base Qof vdem_edcomp_thick",0.374,"Base Qof vdem_polyarchy",1.972,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,56.44,"Base Qof ideavt_presvt"
"141","Guatemala",1991,2,0,"Guatemala",2758.6734202724,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",42.323,"Base Qof wdi_popurb",0.48800001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.14100003242493,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",5,"5",3,"Base Qof p_polity2",0.537,"Base Qof vdem_edcomp_thick",0.392,"Base Qof vdem_polyarchy",1.972,"Base Qof vdem_mecorrpt",NA,NA,1,"Base Qof nelda_mbbe",NA,NA,45.26,"Base Qof ideavt_presvt"
"142","Guatemala",1995,1,0,"Guatemala",2965.88597923604,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2146.59008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",43.654,"Base Qof wdi_popurb",0.50800002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.32800006866455,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",10,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",10,"10",3,"Base Qof p_polity2",0.548,"Base Qof vdem_edcomp_thick",0.418,"Base Qof vdem_polyarchy",1.79,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,36.91,"Base Qof ideavt_presvt"
"143","Guatemala",1995,2,1,"Guatemala",2965.88597923604,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2146.59008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",43.654,"Base Qof wdi_popurb",0.50800002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.32800006866455,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",10,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",10,"10",3,"Base Qof p_polity2",0.548,"Base Qof vdem_edcomp_thick",0.418,"Base Qof vdem_polyarchy",1.79,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,36.91,"Base Qof ideavt_presvt"
"144","Guatemala",1999,1,0,"Guatemala",3160.07333812164,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2355.88989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",44.995,"Base Qof wdi_popurb",0.542,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.69600009918213,"Mainwaring & Su (2021) - runoff",3,"Base Qof p_durable",14,"Base Qof bmr_demdur",14,"Mainwaring & Su (2021) - age_demo",14,"14",8,"Base Qof p_polity2",0.607,"Base Qof vdem_edcomp_thick",0.503,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,40.39,"Base Qof ideavt_presvt"
"145","Guatemala",1999,2,0,"Guatemala",3160.07333812164,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2355.88989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",44.995,"Base Qof wdi_popurb",0.542,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.69600009918213,"Mainwaring & Su (2021) - runoff",3,"Base Qof p_durable",14,"Base Qof bmr_demdur",14,"Mainwaring & Su (2021) - age_demo",14,"14",8,"Base Qof p_polity2",0.607,"Base Qof vdem_edcomp_thick",0.503,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,40.39,"Base Qof ideavt_presvt"
"146","Guatemala",2003,1,1,"Guatemala",3250.83475571572,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2522.86010742188,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.318,"Base Qof wdi_popurb",0.56599998,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.85999989509583,"Mainwaring & Su (2021) - runoff",7,"Base Qof p_durable",18,"Base Qof bmr_demdur",18,"Mainwaring & Su (2021) - age_demo",18,"18",8,"Base Qof p_polity2",0.637,"Base Qof vdem_edcomp_thick",0.556,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,46.78,"Base Qof ideavt_presvt"
"147","Guatemala",2003,2,1,"Guatemala",3250.83475571572,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2522.86010742188,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.318,"Base Qof wdi_popurb",0.56599998,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.85999989509583,"Mainwaring & Su (2021) - runoff",7,"Base Qof p_durable",18,"Base Qof bmr_demdur",18,"Mainwaring & Su (2021) - age_demo",18,"18",8,"Base Qof p_polity2",0.637,"Base Qof vdem_edcomp_thick",0.556,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",NA,NA,46.78,"Base Qof ideavt_presvt"
"148","Guatemala",2007,1,1,"Guatemala",3573.59263299097,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2594.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",47.508,"Base Qof wdi_popurb",0.58999997,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",5.24399995803833,"Mainwaring & Su (2021) - runoff",11,"Base Qof p_durable",22,"Base Qof bmr_demdur",22,"Mainwaring & Su (2021) - age_demo",22,"22",8,"Base Qof p_polity2",0.663,"Base Qof vdem_edcomp_thick",0.576,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",48.15,"Base Qof ideavt_presvt"
"149","Guatemala",2007,2,0,"Guatemala",3573.59263299097,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2594.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",47.508,"Base Qof wdi_popurb",0.58999997,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",5.24399995803833,"Mainwaring & Su (2021) - runoff",11,"Base Qof p_durable",22,"Base Qof bmr_demdur",22,"Mainwaring & Su (2021) - age_demo",22,"22",8,"Base Qof p_polity2",0.663,"Base Qof vdem_edcomp_thick",0.576,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",48.15,"Base Qof ideavt_presvt"
"150","Guatemala",2011,1,1,"Guatemala",3688.85893591305,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2825.13989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",48.701,"Base Qof wdi_popurb",0.611,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",2.35899996757507,"Mainwaring & Su (2021) - runoff",15,"Base Qof p_durable",26,"Base Qof bmr_demdur",26,"Mainwaring & Su (2021) - age_demo",26,"26",8,"Base Qof p_polity2",0.673,"Base Qof vdem_edcomp_thick",0.586,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",60.83,"Base Qof ideavt_presvt"
"151","Guatemala",2011,2,1,"Guatemala",3688.85893591305,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2825.13989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",48.701,"Base Qof wdi_popurb",0.611,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",2.35899996757507,"Mainwaring & Su (2021) - runoff",15,"Base Qof p_durable",26,"Base Qof bmr_demdur",26,"Mainwaring & Su (2021) - age_demo",26,"26",8,"Base Qof p_polity2",0.673,"Base Qof vdem_edcomp_thick",0.586,"Base Qof vdem_polyarchy",2.688,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",60.83,"Base Qof ideavt_presvt"
"152","Guatemala",2015,1,1,"Guatemala",3994.62908519019,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2880.40991210938,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",49.971,"Base Qof wdi_popurb",0.639,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.64499998092651,"Mainwaring & Su (2021) - runoff",19,"Base Qof p_durable",30,"Base Qof bmr_demdur",30,"Mainwaring & Su (2021) - age_demo",30,"30",8,"Base Qof p_polity2",0.687,"Base Qof vdem_edcomp_thick",0.599,"Base Qof vdem_polyarchy",2.845,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",56.32,"Base Qof ideavt_presvt"
"153","Guatemala",2015,2,1,"Guatemala",3994.62908519019,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2880.40991210938,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",49.971,"Base Qof wdi_popurb",0.639,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",3.64499998092651,"Mainwaring & Su (2021) - runoff",19,"Base Qof p_durable",30,"Base Qof bmr_demdur",30,"Mainwaring & Su (2021) - age_demo",30,"30",8,"Base Qof p_polity2",0.687,"Base Qof vdem_edcomp_thick",0.599,"Base Qof vdem_polyarchy",2.845,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",56.32,"Base Qof ideavt_presvt"
"154","Guatemala",2019,1,1,"Guatemala",4263.70844366435,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",51.439,"Base Qof wdi_popurb",0.64200002,"Base Qof undp_hdi",NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,NA,NA,34,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",34,"34",8,"Proyectado. Último valor disponible base Qof p_polity2",0.684,"Base Qof vdem_edcomp_thick",0.564,"Base Qof vdem_polyarchy",2.836,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",1,"Base Qof nelda_mbbe",5,"Base Qof bti_foe",62.16,"Base Qof ideavt_presvt"
"155","Guatemala",2019,2,0,"Guatemala",4263.70844366435,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",51.439,"Base Qof wdi_popurb",0.64200002,"Base Qof undp_hdi",NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,NA,NA,34,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",34,"34",8,"Proyectado. Último valor disponible base Qof p_polity2",0.684,"Base Qof vdem_edcomp_thick",0.564,"Base Qof vdem_polyarchy",2.836,"Base Qof vdem_mecorrpt",2.4801641,"Proyectado. Último valor disponible base Qof wvs_conftv",1,"Base Qof nelda_mbbe",5,"Base Qof bti_foe",62.16,"Base Qof ideavt_presvt"
