"","cat_pais","ncat_eleccion","average_confianza_tv","average_confianza_ppols","median_confianza_tv","median_confianza_ppols","sd_confianza_tv","sd_confianza_ppols","dico_confianza_tv_0","dico_confianza_tv_1","dico_confianza_tv_2","dico_confianza_tv_3","dico_confianza_ppols_0","dico_confianza_ppols_1","dico_confianza_ppols_2","dico_confianza_ppols_3","average_dias_tv","median_dias_tv","sd_dias_tv"
"115","Costa Rica",1997,1.38213914849429,0.932079414838036,1,1,0.978656209534056,0.857275753498289,209,315,301,138,355,343,228,31,3.07948442534909,3,0.852648090454098
"116","Costa Rica",1998,1.59259259259259,1,2,1,0.947872365534188,1.00871476169407,168,191,444,142,377,249,201,88,NA,NA,NA
"117","Costa Rica",2000,1.27502634351949,0.843783209351753,1,1,0.986842834979743,0.86788819983907,254,293,289,113,407,306,196,32,3.1596548004315,3,0.868435629314947
"118","Costa Rica",2001,1.35228426395939,0.76500508646999,1,1,0.950372926592339,0.874343614715202,207,349,304,125,473,313,152,45,3.23499491353001,3,0.874343614715202
"119","Costa Rica",2002,1.24821246169561,0.89025641025641,1,1,0.914932010955308,0.870021734898931,220,394,267,98,389,343,204,39,3.10385438972163,3,0.872913911499029
"120","Costa Rica",2003,1.18245967741935,0.426278836509529,1,0,0.950847939803603,0.70271382608351,293,306,312,81,682,219,82,14,3.57426900584795,4,0.695446816194692
"121","Costa Rica",2004,1.231,0.83758937691522,1,1,0.994297554873604,0.835789862466615,297,283,312,108,404,360,185,30,3.16241062308478,3,0.835789862466615
"122","Costa Rica",2005,1.36196319018405,0.677484787018256,1,0,0.939230848171228,0.803191705641925,194,360,300,124,504,320,138,24,3.32271325796506,4,0.802944707108677
"123","Costa Rica",2006,1.8780737704918,0.876543209876543,2,1,0.840323978236065,0.886554320686263,53,252,432,239,413,302,221,36,3.11401425178147,3,0.878501745744331
"124","Costa Rica",2007,1.40122824974411,0.748223350253807,1,1,0.871167559133362,0.78188288405164,161,355,369,92,429,402,127,27,3.26567481402763,3,0.770176338258926
"125","Costa Rica",2008,1.44820512820513,0.866043613707165,1,1,0.889785959873755,0.781623414655057,153,344,366,112,349,412,184,18,NA,NA,NA
"126","Costa Rica",2009,1.67515274949083,0.910769230769231,2,1,0.856333201252501,0.853328380836468,94,289,441,158,364,372,201,38,3.07411385606874,3,0.858785178447894
"127","Costa Rica",2010,1.65450861195542,0.889462809917355,2,1,0.859965703286123,0.83929632752642,97,303,431,156,370,365,203,30,3.11678004535147,3,0.842252301320232
"128","Costa Rica",2011,1.49543147208122,0.742616033755274,2,1,0.874334498152113,0.83684825843236,144,318,414,109,461,294,169,24,3.25917431192661,3,0.835098738467698
"129","Costa Rica",2013,1.61082737487232,0.66948257655755,2,0,0.971329928545546,0.921637965581369,146,288,346,199,541,247,90,69,NA,NA,NA
"130","Costa Rica",2015,1.48634984833165,0.657868020304568,1,0,0.917147555530661,0.818796908196777,151,347,350,141,527,297,132,29,NA,NA,NA
"131","Costa Rica",2016,NA,0.494929006085193,NA,0,NA,0.708522911250532,0,0,0,0,612,270,94,10,NA,NA,NA
"132","Costa Rica",2017,NA,0.540347293156282,NA,0,NA,0.735567531206734,0,0,0,0,579,285,101,14,NA,NA,NA
"133","Costa Rica",2018,NA,0.734964322120285,NA,1,NA,0.802477492691733,0,0,0,0,457,350,151,23,NA,NA,NA
"134","Costa Rica",2020,1.20466058763931,0.498987854251012,1,0,0.957864088408653,0.713879612518423,260,377,238,112,607,285,80,16,NA,NA,NA
"135","Costa Rica",2023,1.12994923857868,0.628166160081054,1,0,0.894521774322868,0.751291640143453,254,433,214,84,514,342,115,16,NA,NA,NA
"136","Ecuador",1996,1.74158249158249,0.83220910623946,2,1,1.00028042610428,0.890460276439666,135,382,326,345,502,465,135,84,3.17191719171917,3,0.879272742269868
"137","Ecuador",1997,1.61051693404635,0.737213403880071,2,1,1.031526198459,0.881149851736188,187,339,320,276,556,392,114,72,3.25952813067151,3,0.879566689324909
"138","Ecuador",1998,1.59949409780776,0.650592216582064,2,0,0.982874324590798,0.846717317821234,189,338,418,241,644,365,115,58,NA,NA,NA
"139","Ecuador",2000,1.41038525963149,0.442114093959732,1,0,0.942127224570149,0.683256557594267,231,396,413,154,776,325,71,20,3.56010685663402,4,0.689036105773781
"140","Ecuador",2001,1.65008431703204,0.463891248937978,2,0,0.907439943064336,0.702713023648578,127,387,446,226,753,324,78,22,3.53425845620121,4,0.7051994343235
"141","Ecuador",2002,1.5755033557047,0.442159383033419,2,0,0.941266229171368,0.694159510264165,174,366,444,208,769,299,80,19,3.55985915492958,4,0.687156932402426
"142","Ecuador",2003,1.11139028475712,0.333612740989103,1,0,0.840201694205985,0.5758143701149,313,484,348,49,857,277,56,3,3.66825095057034,4,0.571458465741476
"143","Ecuador",2004,1.18807724601175,0.37563025210084,1,0,0.91112207895953,0.61594544810968,320,410,378,83,824,290,71,5,3.62278481012658,4,0.616759739380275
"144","Ecuador",2005,1.33846153846154,0.455555555555556,1,0,0.828269362905054,0.69839660487286,179,507,393,91,762,298,95,15,3.54585152838428,4,0.697048469509833
"145","Ecuador",2006,1.40334728033473,0.452181208053691,1,0,0.799699802804305,0.657753810029849,159,474,483,79,754,346,83,9,3.54309545875811,4,0.658712172728494
"146","Ecuador",2007,1.13949579831933,0.489983305509182,1,0,0.722603750021399,0.656170378256806,213,624,327,26,712,392,87,7,3.50962343096234,4,0.656522059691002
"147","Ecuador",2008,1.37573715248526,0.660652920962199,1,0,0.836771494831701,0.767435850641333,187,456,455,89,589,399,158,18,NA,NA,NA
"148","Ecuador",2009,1.4106239460371,0.672117039586919,1,1,0.819089820208726,0.759706974701207,148,509,423,106,571,418,156,17,3.3249348392702,3,0.761277170636947
"149","Ecuador",2010,1.47337278106509,0.803556308213379,2,1,0.801284524270556,0.773734649641278,144,423,528,88,484,453,236,8,3.196749358426,3,0.774567736035531
"150","Ecuador",2011,1.44267782426778,1.10234899328859,2,1,0.840168001347186,0.875793234217176,172,424,497,102,342,446,344,60,2.89531914893617,3,0.877566450508963
"151","Ecuador",2013,1.60800667222686,0.983179142136249,2,1,0.820116006262772,0.916397381402863,107,409,530,153,448,374,306,61,NA,NA,NA
"152","Ecuador",2015,1.51882845188285,0.967254408060453,2,1,0.875081407953909,0.855885664394647,151,430,457,157,402,480,255,54,NA,NA,NA
"153","Ecuador",2016,NA,0.987298899237934,NA,1,NA,0.848133285959833,0,0,0,0,384,476,273,48,NA,NA,NA
"154","Ecuador",2017,NA,0.858714043993232,NA,1,NA,0.784807718107052,0,0,0,0,434,506,217,25,NA,NA,NA
"155","Ecuador",2018,NA,0.811252268602541,NA,1,NA,0.795503069382075,0,0,0,0,445,447,183,27,NA,NA,NA
"156","Ecuador",2020,1.07331628303495,0.475826972010178,1,0,0.905846953287757,0.701720580496202,353,469,263,88,742,332,86,19,NA,NA,NA
"157","Ecuador",2023,1.08626465661642,0.52228763666947,1,0,0.92198387559859,0.742334211914465,351,498,236,109,721,341,101,26,NA,NA,NA
"158","El Salvador",1996,1.55324074074074,1.13599062133646,2,1,0.882133018721291,0.800692986186278,112,279,356,117,177,429,201,46,2.8502024291498,3,0.804020698297866
"159","El Salvador",1997,1.48756756756757,1.4367816091954,1,1,0.936921265540204,0.912159426531557,146,326,309,144,160,339,338,120,2.58011049723757,3,0.906247971587767
"160","El Salvador",1998,1.37642192347466,0.960498960498961,1,1,0.868700285590796,0.863467684239709,165,359,357,86,325,403,181,53,NA,NA,NA
"161","El Salvador",2000,1.34658511722732,0.947638603696099,1,1,0.924806135306598,0.850807952135353,212,313,360,96,335,399,196,44,3.04474505723205,3,0.850903908193016
"162","El Salvador",2001,1.28061224489796,0.753468516542156,1,1,0.993251813550116,0.907030486088329,221,426,170,163,465,302,106,64,3.24653148345784,3,0.907030486088329
"163","El Salvador",2002,1.26793248945148,0.659957627118644,1,0,1.05395376072977,0.886954108729198,265,332,183,168,536,243,115,50,3.34095860566449,4,0.882570818797584
"164","El Salvador",2003,1.1,0.492260061919505,1,0,1.00530070872544,0.766143038497659,323,350,174,123,627,235,79,28,3.49687890137328,4,0.768311620741735
"165","El Salvador",2004,1.14168377823409,0.948132780082988,1,1,1.01299249304208,0.899640310611874,318,322,212,122,355,365,183,61,3.053125,3,0.899710661983483
"166","El Salvador",2005,1.15191146881288,0.72165991902834,1,1,0.985320947609377,0.862629798895239,286,403,173,132,484,354,91,59,3.28041237113402,3,0.858231456708113
