"","cat_pais","ncat_eleccion","average_confianza_tv","average_confianza_ppols","median_confianza_tv","median_confianza_ppols","sd_confianza_tv","sd_confianza_ppols","dico_confianza_tv_0","dico_confianza_tv_1","dico_confianza_tv_2","dico_confianza_tv_3","dico_confianza_ppols_0","dico_confianza_ppols_1","dico_confianza_ppols_2","dico_confianza_ppols_3","average_dias_tv","median_dias_tv","sd_dias_tv"
"347","Repubilca Dominicana",2017,NA,0.511133603238866,NA,0,NA,0.852243912437098,0,0,0,0,676,161,109,42,NA,NA,NA
"348","Repubilca Dominicana",2018,NA,0.593877551020408,NA,0,NA,0.836088016847728,0,0,0,0,582,254,104,40,NA,NA,NA
"349","Repubilca Dominicana",2020,1.70347648261759,0.837948717948718,2,1,1.0435786884445,0.959335358472897,163,231,317,267,467,272,163,73,NA,NA,NA
"350","Repubilca Dominicana",2023,1.51263902932255,0.842264914054601,1,1,1.01361781008051,0.938057972467068,183,317,288,201,449,323,141,76,NA,NA,NA
"351","Uruguay",1995,1.48272884283247,1.28333333333333,2,1,0.913338485061494,0.927335025088678,187,376,444,151,259,414,352,115,2.70524412296564,3,0.928146883409422
"352","Uruguay",1996,1.42735042735043,1.11693895098882,2,1,0.902579132319262,0.874232539096086,217,352,485,116,314,469,310,70,2.87956204379562,3,0.870680303889345
"353","Uruguay",1997,1.4022687609075,1.40614035087719,1,1,0.899079636743416,0.900178997683204,204,398,423,121,197,410,406,127,2.59236234458259,3,0.902290574612271
"354","Uruguay",1998,1.38983050847458,1.14152542372881,1,1,0.913882176664949,0.888798091637882,223,403,425,129,321,444,342,73,NA,NA,NA
"355","Uruguay",2000,1.27559726962457,1.15627668659266,1,1,0.958570527816648,0.942990952795578,307,349,402,114,344,399,329,99,2.8407917383821,3,0.943515185766228
"356","Uruguay",2001,1.49239864864865,1.18266779949023,2,1,0.886611025533938,0.866872566679731,190,348,519,127,298,422,401,56,2.81740614334471,3,0.867343242013751
"357","Uruguay",2002,1.40202702702703,1.00423370025402,2,1,0.87832697297662,0.874777856304262,218,368,502,96,401,422,310,48,2.98948290972831,3,0.873525722874522
"358","Uruguay",2003,1.27442650807137,0.679966044142615,1,0,0.892314233936588,0.798441131291117,264,413,413,87,608,355,199,16,3.31495327102804,4,0.800409593265324
"359","Uruguay",2004,1.20309810671256,1.06944444444444,1,1,0.889245170918336,0.838083766719422,297,400,397,68,340,419,366,27,2.9390134529148,3,0.842035724005272
"360","Uruguay",2005,1.48778359511344,1.36229365768897,2,1,0.859739460042533,0.834017800218604,165,372,494,115,191,428,456,76,2.63427561837456,3,0.833955615231416
"361","Uruguay",2006,1.76206604572396,1.09923011120616,2,1,0.788766769059935,0.86626723781505,84,289,632,176,331,446,337,55,2.86896551724138,3,0.871175730631951
"362","Uruguay",2007,1.42371403661726,1.13205907906169,2,1,0.821862577420373,0.841286292573371,173,389,511,74,300,440,370,41,2.85802469135802,3,0.837209448385878
"363","Uruguay",2008,1.50169204737733,1.17015706806283,2,1,0.854086464194012,0.872590567478346,169,365,534,114,298,412,379,57,NA,NA,NA
"364","Uruguay",2009,1.53872053872054,1.40292096219931,2,1,0.808140373763036,0.895210370146203,134,386,562,106,205,406,432,121,2.58802816901408,3,0.895016640555362
"365","Uruguay",2010,1.62203389830508,1.32109308283518,2,1,0.844795029440667,0.83372759947815,126,350,548,156,220,414,478,59,2.67840593141798,3,0.84152815001913
"366","Uruguay",2011,1.39864291772689,1.28817946505608,1,1,0.891688574167471,0.807856531209822,213,397,455,114,211,451,449,48,2.70818181818182,3,0.812396203847488
"367","Uruguay",2013,1.54391891891892,1.14347450302506,2,1,0.920195234630235,0.904708575159421,178,360,470,176,335,388,367,67,NA,NA,NA
"368","Uruguay",2015,1.38813559322034,1.12542662116041,1,1,0.894917274480591,0.891444431215345,213,415,433,119,335,421,350,66,NA,NA,NA
"369","Uruguay",2016,NA,0.896081771720613,NA,1,NA,0.875605734141989,0,0,0,0,476,385,272,41,NA,NA,NA
"370","Uruguay",2017,NA,0.850809889173061,NA,1,NA,0.876743378092131,0,0,0,0,512,363,259,39,NA,NA,NA
"371","Uruguay",2018,NA,0.76541095890411,NA,1,NA,0.84421647642907,0,0,0,0,557,356,227,28,NA,NA,NA
"372","Uruguay",2020,1.45086206896552,1.09922346850733,1,1,0.986185484643577,0.958368874217432,233,358,382,187,382,378,301,98,NA,NA,NA
"373","Uruguay",2023,1.08973252804141,1.04615384615385,1,1,0.923997761234612,0.897438466861649,358,428,284,89,380,421,304,65,NA,NA,NA
"374","Venezuela",1995,1.43898305084746,0.667517006802721,1,0,1.05594435127753,0.888220381729125,276,346,322,236,652,335,117,72,3.33448275862069,4,0.886199771053338
"375","Venezuela",1996,1.41649763353617,0.496940856560163,1,0,1.04998146054311,0.775358698581283,373,379,465,262,954,347,126,44,3.49529042386185,4,0.776961947880954
"376","Venezuela",1997,1.42225998300765,0.828377230246389,1,1,1.06870160448377,0.929181210271664,297,317,332,231,539,388,163,87,3.1639058413252,3,0.930004832988091
"377","Venezuela",1998,1.38383838383838,0.635373009220453,1,0,1.0644637843757,0.864273785916572,316,316,340,216,681,327,124,61,NA,NA,NA
"378","Venezuela",2000,1.50386930352537,0.825259515570934,2,0,1.03415534149333,0.997270049505638,251,300,387,225,587,290,173,106,3.17734855136084,4,0.997437663007675
"379","Venezuela",2001,1.60404380791912,1,2,1,1.00584321078869,1,187,367,362,271,473,355,237,118,3.00174367916303,3,1.00261286597777
"380","Venezuela",2002,1.31979695431472,0.714039621016365,1,0,1.06801578003745,0.923384495221264,332,353,284,213,630,311,142,78,3.28352835283528,4,0.924973127857483
"381","Venezuela",2003,1.18197135636057,0.560541913632515,1,0,1.03753103410628,0.796667451396528,387,360,277,163,716,300,133,32,3.41751527494908,4,0.799349083606572
"382","Venezuela",2004,1.18088737201365,0.777969018932874,1,0,1.03138282686569,0.918147034327759,395,311,325,141,585,312,203,62,3.22021660649819,4,0.917690804104064
"383","Venezuela",2005,1.32010135135135,1.05414551607445,1,1,0.904427723974312,0.944942725471247,235,455,374,120,401,412,273,96,2.97634212920837,3,0.940577321143057
"384","Venezuela",2006,1.65702127659574,1.28743545611015,2,1,0.997774172961173,0.964484107261694,193,276,447,259,283,400,341,138,2.71428571428571,3,0.960478089185951
"385","Venezuela",2007,1.57542372881356,1.16200169635284,2,1,0.851226370771322,0.968106721795121,141,361,536,142,355,395,312,117,2.83114610673666,3,0.968149153468966
"386","Venezuela",2008,1.55966386554622,1.10696095076401,2,1,0.891631906284562,0.945643734838981,159,373,491,167,363,433,275,107,NA,NA,NA
"387","Venezuela",2009,1.81128896377422,1.14029084687767,2,1,0.803517104257435,0.949491708429708,76,288,607,216,349,414,299,107,2.85913043478261,3,0.951010241298963
"388","Venezuela",2010,1.80707666385847,1.26837606837607,2,1,0.82377230233282,0.883132457792584,88,275,602,222,269,390,439,72,2.72751091703057,3,0.880531172193319
"389","Venezuela",2011,1.57837384744342,1.21639898562975,2,1,0.83088557776767,0.851296343843477,127,388,539,139,248,511,344,80,2.77922077922078,3,0.848436884033397
"390","Venezuela",2013,1.62216624685139,1.27877237851662,2,1,0.871574838088606,1.08426593663752,134,360,519,178,374,295,307,197,NA,NA,NA
"391","Venezuela",2015,1.38545150501672,0.857262103505843,1,1,0.932583964244472,0.875066208116688,238,399,419,140,493,446,196,63,NA,NA,NA
"392","Venezuela",2016,NA,0.735467565290649,NA,1,NA,0.846048655060431,0,0,0,0,590,354,210,33,NA,NA,NA
"393","Venezuela",2017,NA,0.983939137785292,NA,1,NA,0.957954869851224,0,0,0,0,467,353,278,85,NA,NA,NA
"394","Venezuela",2018,NA,0.567681895093063,NA,0,NA,0.833306182765893,0,0,0,0,729,282,124,47,NA,NA,NA
"395","Venezuela",2020,1.10202360876897,0.584040747028862,1,0,0.954074161125532,0.844885641286108,385,395,306,100,721,272,139,46,NA,NA,NA
"396","Venezuela",2023,1.18534119629318,0.693998309382925,1,0,0.977497638393744,0.862465766257816,334,442,268,143,618,367,140,58,NA,NA,NA
"397",NA,1996,1.35037720033529,1.15381301163292,1,1,0.834548713840875,0.840281345239921,415,864,963,144,559,955,698,109,2.81562648880419,3,0.844893665267281
"398",NA,1997,1.25460636515913,1.30055108096651,1,1,0.958545742957505,0.914474427771391,643,721,797,227,527,807,814,211,2.69931565440547,3,0.913835766836291
"399",NA,1998,1.65625,1.20904901550063,2,1,0.826157971928538,0.847234181983966,233,674,1178,315,528,963,765,131,NA,NA,NA
"400",NA,2001,1.41475409836066,1.39431913116124,2,1,0.867685287581724,0.849709947852833,423,781,1037,199,396,840,976,182,2.6053412462908,3,0.847981362992931
"401",NA,2002,1.1200327734535,0.999157184997893,1,1,0.887026344947194,0.829473490121087,710,849,761,121,754,930,626,63,2.99571550985433,3,0.829678064155504
"402",NA,2003,1.06191061910619,1.02445089100705,1,1,0.856297306140377,0.813841034507865,735,906,710,88,716,976,667,54,2.96584699453552,3,0.814011278791685
"403",NA,2004,0.975178796802692,NA,1,NA,0.830179777752156,NA,793,906,622,56,0,0,0,0,NA,NA,NA
"404",NA,2006,1.37525773195876,1.00841042893188,1,1,0.802871153470398,0.80486316117251,368,908,1020,129,708,994,624,52,2.97955474784189,3,0.805684340300751
"405",NA,2007,1.2256600660066,0.97751873438801,1,1,0.79452416705888,0.810896740788845,475,1005,866,78,772,957,628,45,NA,NA,NA
"406",NA,2008,1.32528113286131,0.952421052631579,1,1,0.80802109998113,0.784115570476225,411,907,974,109,746,1039,547,43,NA,NA,NA
"407",NA,2009,1.21953221173574,0.81953642384106,1,1,0.819895830902282,0.786353030995611,521,949,878,89,969,949,463,35,NA,NA,NA
"408",NA,2010,1.15731257681278,0.698168193172356,1,1,0.824718523891113,0.754321698289664,595,940,833,73,1132,886,361,23,NA,NA,NA
"409",NA,2013,1.17432712215321,NA,1,NA,0.842041617236859,NA,580,936,797,102,0,0,0,0,NA,NA,NA
